Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Kent,Less lethal weapons,AEP drawn,4.0,0.0,0.0,53.0,0.0,57.0,,
Kent,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0,,
Kent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Firearms,*Total Firearms,4.0,1.0,0.0,122.0,0.0,127.0,Firearms,Total: Firearms
Kent,Other,*Total Other,80.0,7.0,3.0,1029.0,0.0,1119.0,Other,Total: Other
Kent,Other,"Dog use, of which",0.0,0.0,1.0,22.0,0.0,23.0,Other,Total: Dog
Kent,Other,Dog deployed,0.0,0.0,0.0,16.0,0.0,16.0,Other,Dog: deployed
Kent,Other,Dog bite,0.0,0.0,1.0,6.0,0.0,7.0,Other,Dog: bite
Kent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Other,Other / improvised,80.0,7.0,2.0,1007.0,0.0,1096.0,Other,Other / improvised
Kent,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Kent,Tactical communication,Tactical communication,408.0,28.0,8.0,4560.0,0.0,5004.0,Excluded: Tactical Communication,Tactical Communication
Lancashire,Total (excluding not reported and tactical communication),*Total Tactics,3919.0,93.0,64.0,9005.0,371.0,13452.0,Total,Total: all
Lancashire,Restraint,*Total Restraint,1914.0,40.0,26.0,4277.0,24.0,6281.0,Restraint,Total: Restraint
Lancashire,Restraint,"Handcuffing, of which",1358.0,35.0,19.0,3686.0,21.0,5119.0,Restraint,Total: Handcuffing
Lancashire,Restraint,Compliant handcuffing,,,,,,,Restraint,Handcuffing: compliant
Lancashire,Restraint,Non-compliant handcuffing,,,,,,,Restraint,Handcuffing: non-compliant
Lancashire,Restraint,Handcuffing not stated,1358.0,35.0,19.0,3686.0,21.0,5119.0,,
Lancashire,Restraint,Limb / Body restraints,152.0,1.0,3.0,139.0,1.0,296.0,Restraint,Limb / body restraints
Lancashire,Restraint,Ground restraint,404.0,4.0,4.0,452.0,2.0,866.0,Restraint,Ground restraint
Lancashire,Unarmed skills,*Total Unarmed skills,1431.0,34.0,26.0,3121.0,237.0,4849.0,Unarmed skills,Total: unarmed skills
Lancashire,Other equipment,*Total Other equipment,282.0,7.0,4.0,865.0,21.0,1179.0,Other equipment,Total: Other equipment
Lancashire,Other equipment,"Baton, of which",20.0,1.0,0.0,76.0,11.0,108.0,Other equipment,Total: Baton
Lancashire,Other equipment,Baton drawn,6.0,1.0,0.0,40.0,9.0,56.0,Other equipment,Baton: drawn
Lancashire,Other equipment,Baton used,14.0,0.0,0.0,36.0,2.0,52.0,Other equipment,Baton: used
Lancashire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other equipment,"Irritant spray, of which",224.0,4.0,4.0,715.0,10.0,957.0,Other equipment,Total: Irritant spray
Lancashire,Other equipment,Irritant spray - drawn,63.0,1.0,2.0,201.0,5.0,272.0,Other equipment,Irritant spray: drawn
Lancashire,Other equipment,Irritant spray - used,161.0,3.0,2.0,514.0,5.0,685.0,Other equipment,Irritant spray: used
Lancashire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other equipment,Spit and bite guard,33.0,2.0,0.0,71.0,0.0,106.0,Other equipment,Spit and bite guard
Lancashire,Other equipment,Shield,5.0,0.0,0.0,3.0,0.0,8.0,Other equipment,Shield
Lancashire,Less lethal weapons,*Total Less lethal weapons,134.0,2.0,5.0,308.0,2.0,451.0,Less lethal weapons,Total: Less lethal weapons
Lancashire,Less lethal weapons,CED of which,133.0,2.0,5.0,301.0,2.0,443.0,,
Lancashire,Less lethal weapons,CED non-discharge,102.0,2.0,4.0,263.0,2.0,373.0,,
Lancashire,Less lethal weapons,CED discharge,31.0,0.0,1.0,38.0,0.0,70.0,,
Lancashire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,7.0,0.0,8.0,Less lethal weapons,Total: AEP
Lancashire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,5.0,0.0,6.0,,
Lancashire,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0,,
Lancashire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Firearms,*Total Firearms,1.0,0.0,0.0,4.0,1.0,6.0,Firearms,Total: Firearms
Lancashire,Other,*Total Other,157.0,10.0,3.0,430.0,86.0,686.0,Other,Total: Other
Lancashire,Other,"Dog use, of which",5.0,0.0,0.0,61.0,0.0,66.0,Other,Total: Dog
Lancashire,Other,Dog deployed,5.0,0.0,0.0,34.0,0.0,39.0,Other,Dog: deployed
Lancashire,Other,Dog bite,0.0,0.0,0.0,27.0,0.0,27.0,Other,Dog: bite
Lancashire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other,Other / improvised,152.0,10.0,3.0,369.0,86.0,620.0,Other,Other / improvised
Lancashire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Lancashire,Tactical communication,Tactical communication,1829.0,47.0,31.0,4103.0,249.0,6259.0,Excluded: Tactical Communication,Tactical Communication
Leicestershire,Total (excluding not reported and tactical communication),*Total Tactics,2795.0,42.0,58.0,9152.0,0.0,12047.0,Total,Total: all
Leicestershire,Restraint,*Total Restraint,1673.0,33.0,34.0,6217.0,0.0,7957.0,Restraint,Total: Restraint
Leicestershire,Restraint,"Handcuffing, of which",1368.0,28.0,28.0,5763.0,0.0,7187.0,Restraint,Total: Handcuffing
Leicestershire,Restraint,Compliant handcuffing,870.0,21.0,22.0,4624.0,0.0,5537.0,Restraint,Handcuffing: compliant
Leicestershire,Restraint,Non-compliant handcuffing,498.0,7.0,6.0,1139.0,0.0,1650.0,Restraint,Handcuffing: non-compliant
Leicestershire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Restraint,Limb / Body restraints,154.0,3.0,3.0,205.0,0.0,365.0,Restraint,Limb / body restraints
Leicestershire,Restraint,Ground restraint,151.0,2.0,3.0,249.0,0.0,405.0,Restraint,Ground restraint
Leicestershire,Unarmed skills,*Total Unarmed skills,717.0,5.0,16.0,1625.0,0.0,2363.0,Unarmed skills,Total: unarmed skills
Leicestershire,Other equipment,*Total Other equipment,88.0,1.0,1.0,280.0,0.0,370.0,Other equipment,Total: Other equipment
Leicestershire,Other equipment,"Baton, of which",18.0,0.0,0.0,81.0,0.0,99.0,Other equipment,Total: Baton
Leicestershire,Other equipment,Baton drawn,16.0,0.0,0.0,57.0,0.0,73.0,Other equipment,Baton: drawn
Leicestershire,Other equipment,Baton used,2.0,0.0,0.0,24.0,0.0,26.0,Other equipment,Baton: used
Leicestershire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other equipment,"Irritant spray, of which",27.0,0.0,1.0,127.0,0.0,155.0,Other equipment,Total: Irritant spray
Leicestershire,Other equipment,Irritant spray - drawn,16.0,0.0,0.0,70.0,0.0,86.0,Other equipment,Irritant spray: drawn
Leicestershire,Other equipment,Irritant spray - used,11.0,0.0,1.0,57.0,0.0,69.0,Other equipment,Irritant spray: used
Leicestershire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other equipment,Spit and bite guard,27.0,1.0,0.0,59.0,0.0,87.0,Other equipment,Spit and bite guard
Leicestershire,Other equipment,Shield,16.0,0.0,0.0,13.0,0.0,29.0,Other equipment,Shield
Leicestershire,Less lethal weapons,*Total Less lethal weapons,176.0,2.0,4.0,601.0,0.0,783.0,Less lethal weapons,Total: Less lethal weapons
Leicestershire,Less lethal weapons,CED of which,174.0,1.0,4.0,586.0,0.0,765.0,,
Leicestershire,Less lethal weapons,CED non-discharge,164.0,1.0,4.0,560.0,0.0,729.0,,
Leicestershire,Less lethal weapons,CED discharge,10.0,0.0,0.0,26.0,0.0,36.0,,
Leicestershire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Less lethal weapons,"AEP, of which",2.0,1.0,0.0,15.0,0.0,18.0,Less lethal weapons,Total: AEP
Leicestershire,Less lethal weapons,AEP drawn,2.0,1.0,0.0,15.0,0.0,18.0,,
Leicestershire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Firearms,*Total Firearms,7.0,0.0,0.0,48.0,0.0,55.0,Firearms,Total: Firearms
Leicestershire,Other,*Total Other,134.0,1.0,3.0,381.0,0.0,519.0,Other,Total: Other
Leicestershire,Other,"Dog use, of which",4.0,0.0,0.0,30.0,0.0,34.0,Other,Total: Dog
Leicestershire,Other,Dog deployed,3.0,0.0,0.0,23.0,0.0,26.0,Other,Dog: deployed
Leicestershire,Other,Dog bite,1.0,0.0,0.0,7.0,0.0,8.0,Other,Dog: bite
Leicestershire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other,Other / improvised,130.0,1.0,3.0,351.0,0.0,485.0,Other,Other / improvised
Leicestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Leicestershire,Tactical communication,Tactical communication,1232.0,15.0,23.0,3474.0,0.0,4744.0,Excluded: Tactical Communication,Tactical Communication
Lincolnshire,Total (excluding not reported and tactical communication),*Total Tactics,1639.0,34.0,44.0,4169.0,0.0,5886.0,Total,Total: all
Lincolnshire,Restraint,*Total Restraint,812.0,16.0,17.0,2165.0,0.0,3010.0,Restraint,Total: Restraint
Lincolnshire,Restraint,"Handcuffing, of which",655.0,16.0,15.0,1900.0,0.0,2586.0,Restraint,Total: Handcuffing
Lincolnshire,Restraint,Compliant handcuffing,234.0,9.0,4.0,1117.0,0.0,1364.0,Restraint,Handcuffing: compliant
Lincolnshire,Restraint,Non-compliant handcuffing,421.0,7.0,11.0,783.0,0.0,1222.0,Restraint,Handcuffing: non-compliant
Lincolnshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Restraint,Limb / Body restraints,67.0,0.0,0.0,73.0,0.0,140.0,Restraint,Limb / body restraints
Lincolnshire,Restraint,Ground restraint,90.0,0.0,2.0,192.0,0.0,284.0,Restraint,Ground restraint
Lincolnshire,Unarmed skills,*Total Unarmed skills,573.0,14.0,14.0,1301.0,0.0,1902.0,Unarmed skills,Total: unarmed skills
Lincolnshire,Other equipment,*Total Other equipment,88.0,2.0,2.0,293.0,0.0,385.0,Other equipment,Total: Other equipment
Lincolnshire,Other equipment,"Baton, of which",6.0,1.0,1.0,36.0,0.0,44.0,Other equipment,Total: Baton
Lincolnshire,Other equipment,Baton drawn,2.0,1.0,1.0,29.0,0.0,33.0,Other equipment,Baton: drawn
Lincolnshire,Other equipment,Baton used,4.0,0.0,0.0,7.0,0.0,11.0,Other equipment,Baton: used
Lincolnshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other equipment,"Irritant spray, of which",65.0,1.0,1.0,214.0,0.0,281.0,Other equipment,Total: Irritant spray
Lincolnshire,Other equipment,Irritant spray - drawn,18.0,0.0,0.0,80.0,0.0,98.0,Other equipment,Irritant spray: drawn
Lincolnshire,Other equipment,Irritant spray - used,47.0,1.0,1.0,134.0,0.0,183.0,Other equipment,Irritant spray: used
Lincolnshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other equipment,Spit and bite guard,13.0,0.0,0.0,36.0,0.0,49.0,Other equipment,Spit and bite guard
Lincolnshire,Other equipment,Shield,4.0,0.0,0.0,7.0,0.0,11.0,Other equipment,Shield
Lincolnshire,Less lethal weapons,*Total Less lethal weapons,112.0,1.0,7.0,295.0,0.0,415.0,Less lethal weapons,Total: Less lethal weapons
Lincolnshire,Less lethal weapons,CED of which,101.0,1.0,7.0,286.0,0.0,395.0,,
Lincolnshire,Less lethal weapons,CED non-discharge,83.0,1.0,6.0,261.0,0.0,351.0,,
Lincolnshire,Less lethal weapons,CED discharge,18.0,0.0,1.0,23.0,0.0,42.0,,
Lincolnshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,2.0,0.0,2.0,,
Lincolnshire,Less lethal weapons,"AEP, of which",11.0,0.0,0.0,9.0,0.0,20.0,Less lethal weapons,Total: AEP
Lincolnshire,Less lethal weapons,AEP drawn,9.0,0.0,0.0,9.0,0.0,18.0,,
Lincolnshire,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,2.0,,
Lincolnshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Firearms,*Total Firearms,4.0,1.0,1.0,28.0,0.0,34.0,Firearms,Total: Firearms
Lincolnshire,Other,*Total Other,50.0,0.0,3.0,87.0,0.0,140.0,Other,Total: Other
Lincolnshire,Other,"Dog use, of which",7.0,0.0,1.0,22.0,0.0,30.0,Other,Total: Dog
Lincolnshire,Other,Dog deployed,4.0,0.0,1.0,16.0,0.0,21.0,Other,Dog: deployed
Lincolnshire,Other,Dog bite,3.0,0.0,0.0,6.0,0.0,9.0,Other,Dog: bite
Lincolnshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other,Other / improvised,43.0,0.0,2.0,65.0,0.0,110.0,Other,Other / improvised
Lincolnshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Lincolnshire,Tactical communication,Tactical communication,725.0,15.0,22.0,1692.0,0.0,2454.0,Excluded: Tactical Communication,Tactical Communication
Merseyside,Total (excluding not reported and tactical communication),*Total Tactics,4021.0,40.0,66.0,7511.0,0.0,11638.0,Total,Total: all
Merseyside,Restraint,*Total Restraint,1718.0,16.0,28.0,3140.0,0.0,4902.0,Restraint,Total: Restraint
Merseyside,Restraint,"Handcuffing, of which",1202.0,11.0,21.0,2378.0,0.0,3612.0,Restraint,Total: Handcuffing
Merseyside,Restraint,Compliant handcuffing,305.0,2.0,6.0,705.0,0.0,1018.0,Restraint,Handcuffing: compliant
Merseyside,Restraint,Non-compliant handcuffing,897.0,9.0,15.0,1673.0,0.0,2594.0,Restraint,Handcuffing: non-compliant
Merseyside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Restraint,Limb / Body restraints,154.0,0.0,1.0,175.0,0.0,330.0,Restraint,Limb / body restraints
Merseyside,Restraint,Ground restraint,362.0,5.0,6.0,587.0,0.0,960.0,Restraint,Ground restraint
Merseyside,Unarmed skills,*Total Unarmed skills,1794.0,19.0,23.0,3242.0,0.0,5078.0,Unarmed skills,Total: unarmed skills
Merseyside,Other equipment,*Total Other equipment,302.0,4.0,6.0,699.0,0.0,1011.0,Other equipment,Total: Other equipment
Merseyside,Other equipment,"Baton, of which",23.0,0.0,0.0,128.0,0.0,151.0,Other equipment,Total: Baton
Merseyside,Other equipment,Baton drawn,14.0,0.0,0.0,81.0,0.0,95.0,Other equipment,Baton: drawn
Merseyside,Other equipment,Baton used,9.0,0.0,0.0,47.0,0.0,56.0,Other equipment,Baton: used
Merseyside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other equipment,"Irritant spray, of which",175.0,4.0,5.0,441.0,0.0,625.0,Other equipment,Total: Irritant spray
Merseyside,Other equipment,Irritant spray - drawn,77.0,3.0,3.0,172.0,0.0,255.0,Other equipment,Irritant spray: drawn
Merseyside,Other equipment,Irritant spray - used,98.0,1.0,2.0,269.0,0.0,370.0,Other equipment,Irritant spray: used
Merseyside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other equipment,Spit and bite guard,96.0,0.0,1.0,128.0,0.0,225.0,Other equipment,Spit and bite guard
Merseyside,Other equipment,Shield,8.0,0.0,0.0,2.0,0.0,10.0,Other equipment,Shield
Merseyside,Less lethal weapons,*Total Less lethal weapons,113.0,0.0,5.0,225.0,0.0,343.0,Less lethal weapons,Total: Less lethal weapons
Merseyside,Less lethal weapons,CED of which,110.0,0.0,5.0,223.0,0.0,338.0,,
Merseyside,Less lethal weapons,CED non-discharge,97.0,0.0,5.0,207.0,0.0,309.0,,
Merseyside,Less lethal weapons,CED discharge,13.0,0.0,0.0,16.0,0.0,29.0,,
Merseyside,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,2.0,0.0,5.0,Less lethal weapons,Total: AEP
Merseyside,Less lethal weapons,AEP drawn,2.0,0.0,0.0,2.0,0.0,4.0,,
Merseyside,Less lethal weapons,AEP used,1.0,0.0,0.0,0.0,0.0,1.0,,
Merseyside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Firearms,*Total Firearms,7.0,0.0,0.0,34.0,0.0,41.0,Firearms,Total: Firearms
Merseyside,Other,*Total Other,87.0,1.0,4.0,171.0,0.0,263.0,Other,Total: Other
Merseyside,Other,"Dog use, of which",5.0,0.0,1.0,25.0,0.0,31.0,Other,Total: Dog
Merseyside,Other,Dog deployed,3.0,0.0,1.0,15.0,0.0,19.0,Other,Dog: deployed
Merseyside,Other,Dog bite,2.0,0.0,0.0,10.0,0.0,12.0,Other,Dog: bite
Merseyside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Merseyside,Other,Other / improvised,82.0,1.0,3.0,146.0,0.0,232.0,Other,Other / improvised
Merseyside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Merseyside,Tactical communication,Tactical communication,2080.0,19.0,33.0,3738.0,0.0,5870.0,Excluded: Tactical Communication,Tactical Communication
Metropolitan,Total (excluding not reported and tactical communication),*Total Tactics,31569.0,1296.0,858.0,171412.0,0.0,205135.0,Total,Total: all
Metropolitan,Restraint,*Total Restraint,20807.0,922.0,538.0,126119.0,0.0,148386.0,Restraint,Total: Restraint
Metropolitan,Restraint,"Handcuffing, of which",13744.0,784.0,382.0,107479.0,0.0,122389.0,Restraint,Total: Handcuffing
Metropolitan,Restraint,Compliant handcuffing,6646.0,591.0,193.0,81133.0,0.0,88563.0,Restraint,Handcuffing: compliant
Metropolitan,Restraint,Non-compliant handcuffing,7098.0,193.0,189.0,26346.0,0.0,33826.0,Restraint,Handcuffing: non-compliant
Metropolitan,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Restraint,Limb / Body restraints,2765.0,54.0,76.0,5648.0,0.0,8543.0,Restraint,Limb / body restraints
Metropolitan,Restraint,Ground restraint,4298.0,84.0,80.0,12992.0,0.0,17454.0,Restraint,Ground restraint
Metropolitan,Unarmed skills,*Total Unarmed skills,6784.0,217.0,184.0,26243.0,0.0,33428.0,Unarmed skills,Total: unarmed skills
Metropolitan,Other equipment,*Total Other equipment,997.0,14.0,36.0,4114.0,0.0,5161.0,Other equipment,Total: Other equipment
Metropolitan,Other equipment,"Baton, of which",169.0,4.0,5.0,1919.0,0.0,2097.0,Other equipment,Total: Baton
Metropolitan,Other equipment,Baton drawn,124.0,4.0,5.0,1373.0,0.0,1506.0,Other equipment,Baton: drawn
Metropolitan,Other equipment,Baton used,45.0,0.0,0.0,546.0,0.0,591.0,Other equipment,Baton: used
Metropolitan,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other equipment,"Irritant spray, of which",216.0,3.0,9.0,1167.0,0.0,1395.0,Other equipment,Total: Irritant spray
Metropolitan,Other equipment,Irritant spray - drawn,127.0,2.0,4.0,711.0,0.0,844.0,Other equipment,Irritant spray: drawn
Metropolitan,Other equipment,Irritant spray - used,89.0,1.0,5.0,456.0,0.0,551.0,Other equipment,Irritant spray: used
Metropolitan,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other equipment,Spit and bite guard,527.0,5.0,20.0,966.0,0.0,1518.0,Other equipment,Spit and bite guard
Metropolitan,Other equipment,Shield,85.0,2.0,2.0,62.0,0.0,151.0,Other equipment,Shield
Metropolitan,Less lethal weapons,*Total Less lethal weapons,1661.0,55.0,39.0,8325.0,0.0,10080.0,Less lethal weapons,Total: Less lethal weapons
Metropolitan,Less lethal weapons,CED of which,1659.0,55.0,39.0,8315.0,0.0,10068.0,,
Metropolitan,Less lethal weapons,CED non-discharge,1398.0,50.0,28.0,7657.0,0.0,9133.0,,
Metropolitan,Less lethal weapons,CED discharge,261.0,5.0,11.0,658.0,0.0,935.0,,
Metropolitan,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,10.0,0.0,12.0,Less lethal weapons,Total: AEP
Metropolitan,Less lethal weapons,AEP drawn,2.0,0.0,0.0,8.0,0.0,10.0,,
Metropolitan,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0,,
Metropolitan,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Firearms,*Total Firearms,118.0,15.0,5.0,1559.0,0.0,1697.0,Firearms,Total: Firearms
Metropolitan,Other,*Total Other,1202.0,73.0,56.0,5052.0,0.0,6383.0,Other,Total: Other
Metropolitan,Other,"Dog use, of which",11.0,0.0,0.0,445.0,0.0,456.0,Other,Total: Dog
Metropolitan,Other,Dog deployed,7.0,0.0,0.0,328.0,0.0,335.0,Other,Dog: deployed
Metropolitan,Other,Dog bite,4.0,0.0,0.0,117.0,0.0,121.0,Other,Dog: bite
Metropolitan,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Metropolitan,Other,Other / improvised,1191.0,73.0,56.0,4607.0,0.0,5927.0,Other,Other / improvised
Metropolitan,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Metropolitan,Tactical communication,Tactical communication,7087.0,298.0,204.0,35756.0,0.0,43345.0,Excluded: Tactical Communication,Tactical Communication
Norfolk,Total (excluding not reported and tactical communication),*Total Tactics,604.0,51.0,34.0,7905.0,0.0,8594.0,Total,Total: all
Norfolk,Restraint,*Total Restraint,258.0,25.0,12.0,3708.0,0.0,4003.0,Restraint,Total: Restraint
Norfolk,Restraint,"Handcuffing, of which",182.0,19.0,8.0,2916.0,0.0,3125.0,Restraint,Total: Handcuffing
Norfolk,Restraint,Compliant handcuffing,84.0,9.0,3.0,1907.0,0.0,2003.0,Restraint,Handcuffing: compliant
Norfolk,Restraint,Non-compliant handcuffing,98.0,10.0,5.0,1009.0,0.0,1122.0,Restraint,Handcuffing: non-compliant
Norfolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Restraint,Limb / Body restraints,40.0,3.0,3.0,365.0,0.0,411.0,Restraint,Limb / body restraints
Norfolk,Restraint,Ground restraint,36.0,3.0,1.0,427.0,0.0,467.0,Restraint,Ground restraint
Norfolk,Unarmed skills,*Total Unarmed skills,154.0,14.0,6.0,1913.0,0.0,2087.0,Unarmed skills,Total: unarmed skills
Norfolk,Other equipment,*Total Other equipment,41.0,4.0,2.0,504.0,0.0,551.0,Other equipment,Total: Other equipment
Norfolk,Other equipment,"Baton, of which",5.0,0.0,0.0,49.0,0.0,54.0,Other equipment,Total: Baton
Norfolk,Other equipment,Baton drawn,4.0,0.0,0.0,29.0,0.0,33.0,Other equipment,Baton: drawn
Norfolk,Other equipment,Baton used,1.0,0.0,0.0,20.0,0.0,21.0,Other equipment,Baton: used
Norfolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,"Irritant spray, of which",22.0,3.0,0.0,366.0,0.0,391.0,Other equipment,Total: Irritant spray
Norfolk,Other equipment,Irritant spray - drawn,11.0,1.0,0.0,129.0,0.0,141.0,Other equipment,Irritant spray: drawn
Norfolk,Other equipment,Irritant spray - used,11.0,2.0,0.0,237.0,0.0,250.0,Other equipment,Irritant spray: used
Norfolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other equipment,Spit and bite guard,10.0,1.0,2.0,76.0,0.0,89.0,Other equipment,Spit and bite guard
Norfolk,Other equipment,Shield,4.0,0.0,0.0,13.0,0.0,17.0,Other equipment,Shield
Norfolk,Less lethal weapons,*Total Less lethal weapons,61.0,1.0,2.0,549.0,0.0,613.0,Less lethal weapons,Total: Less lethal weapons
Norfolk,Less lethal weapons,CED of which,58.0,1.0,2.0,527.0,0.0,588.0,,
Norfolk,Less lethal weapons,CED non-discharge,,,,,,,,
Norfolk,Less lethal weapons,CED discharge,,,,,,,,
Norfolk,Less lethal weapons,CED not stated,58.0,1.0,2.0,527.0,0.0,588.0,,
Norfolk,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,22.0,0.0,25.0,Less lethal weapons,Total: AEP
Norfolk,Less lethal weapons,AEP drawn,1.0,0.0,0.0,22.0,0.0,23.0,,
Norfolk,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,2.0,,
Norfolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Firearms,*Total Firearms,0.0,1.0,0.0,10.0,0.0,11.0,Firearms,Total: Firearms
Norfolk,Other,*Total Other,90.0,6.0,12.0,1221.0,0.0,1329.0,Other,Total: Other
Norfolk,Other,"Dog use, of which",0.0,0.0,0.0,23.0,0.0,23.0,Other,Total: Dog
Norfolk,Other,Dog deployed,0.0,0.0,0.0,20.0,0.0,20.0,Other,Dog: deployed
Norfolk,Other,Dog bite,0.0,0.0,0.0,3.0,0.0,3.0,Other,Dog: bite
Norfolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk,Other,Other / improvised,90.0,6.0,12.0,1198.0,0.0,1306.0,Other,Other / improvised
Norfolk,Not reported,*Total Not reported,0.0,0.0,0.0,163.0,0.0,163.0,Not reported,Total: Not reported
Norfolk,Tactical communication,Tactical communication,220.0,16.0,18.0,3418.0,0.0,3672.0,Excluded: Tactical Communication,Tactical Communication
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,369.0,0.0,0.0,1992.0,0.0,2361.0,Total,Total: all
North Wales,Restraint,*Total Restraint,171.0,0.0,0.0,856.0,0.0,1027.0,Restraint,Total: Restraint
North Wales,Restraint,"Handcuffing, of which",156.0,0.0,0.0,797.0,0.0,953.0,Restraint,Total: Handcuffing
North Wales,Restraint,Compliant handcuffing,19.0,0.0,0.0,181.0,0.0,200.0,Restraint,Handcuffing: compliant
North Wales,Restraint,Non-compliant handcuffing,137.0,0.0,0.0,616.0,0.0,753.0,Restraint,Handcuffing: non-compliant
North Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
North Wales,Restraint,Limb / Body restraints,2.0,0.0,0.0,22.0,0.0,24.0,Restraint,Limb / body restraints
North Wales,Restraint,Ground restraint,13.0,0.0,0.0,37.0,0.0,50.0,Restraint,Ground restraint
North Wales,Unarmed skills,*Total Unarmed skills,54.0,0.0,0.0,283.0,0.0,337.0,Unarmed skills,Total: unarmed skills
North Wales,Other equipment,*Total Other equipment,31.0,0.0,0.0,189.0,0.0,220.0,Other equipment,Total: Other equipment
