Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported
Norfolk,Restraint,Limb / Body restraints,52.0,1.0,4.0,309.0,0.0,366.0
Norfolk,Restraint,Ground restraint,53.0,4.0,6.0,523.0,0.0,586.0
Norfolk,Unarmed skills,*Total Unarmed skills,83.0,16.0,8.0,1017.0,0.0,1124.0
Norfolk,Other equipment,*Total Other equipment,32.0,3.0,9.0,535.0,0.0,579.0
Norfolk,Other equipment,"Baton, of which",3.0,0.0,2.0,49.0,0.0,54.0
Norfolk,Other equipment,Baton drawn,3.0,0.0,1.0,37.0,0.0,41.0
Norfolk,Other equipment,Baton used,0.0,0.0,1.0,12.0,0.0,13.0
Norfolk,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other equipment,"Irritant spray, of which",26.0,3.0,5.0,394.0,0.0,428.0
Norfolk,Other equipment,Irritant spray - drawn,11.0,3.0,1.0,158.0,0.0,173.0
Norfolk,Other equipment,Irritant spray - used,15.0,0.0,4.0,236.0,0.0,255.0
Norfolk,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other equipment,Spit and bite guard,3.0,0.0,2.0,89.0,0.0,94.0
Norfolk,Other equipment,Shield,0.0,0.0,0.0,3.0,0.0,3.0
Norfolk,Less lethal weapons,*Total Less lethal weapons,0.0,0.0,0.0,17.0,0.0,17.0
Norfolk,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,17.0,0.0,17.0
Norfolk,Less lethal weapons,AEP aimed,0.0,0.0,0.0,17.0,0.0,17.0
Norfolk,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Firearms,*Total Firearms,0.0,0.0,0.0,10.0,0.0,10.0
Norfolk,Other,*Total Other,54.0,14.0,3.0,628.0,0.0,699.0
Norfolk,Other,"Dog use, of which",1.0,0.0,0.0,12.0,0.0,13.0
Norfolk,Other,Dog deployed,1.0,0.0,0.0,9.0,0.0,10.0
Norfolk,Other,Dog bite,0.0,0.0,0.0,3.0,0.0,3.0
Norfolk,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other,Other / improvised,53.0,14.0,3.0,616.0,0.0,686.0
Norfolk,Not reported,*Total Not reported,6.0,0.0,1.0,174.0,1.0,182.0
Norfolk,Tactical communication,Tactical communication,223.0,35.0,17.0,2589.0,0.0,2864.0
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,283.0,0.0,0.0,1669.0,0.0,1952.0
North Wales,Restraint,*Total Restraint,117.0,0.0,0.0,668.0,0.0,785.0
North Wales,Restraint,"Handcuffing, of which",103.0,0.0,0.0,624.0,0.0,727.0
North Wales,Restraint,Compliant handcuffing,18.0,0.0,0.0,181.0,0.0,199.0
North Wales,Restraint,Non-compliant handcuffing,85.0,0.0,0.0,443.0,0.0,528.0
North Wales,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Restraint,Limb / Body restraints,6.0,0.0,0.0,10.0,0.0,16.0
North Wales,Restraint,Ground restraint,8.0,0.0,0.0,34.0,0.0,42.0
North Wales,Unarmed skills,*Total Unarmed skills,36.0,0.0,0.0,218.0,0.0,254.0
North Wales,Other equipment,*Total Other equipment,21.0,0.0,0.0,153.0,0.0,174.0
North Wales,Other equipment,"Baton, of which",1.0,0.0,0.0,8.0,0.0,9.0
North Wales,Other equipment,Baton drawn,0.0,0.0,0.0,1.0,0.0,1.0
North Wales,Other equipment,Baton used,1.0,0.0,0.0,7.0,0.0,8.0
North Wales,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other equipment,"Irritant spray, of which",18.0,0.0,0.0,141.0,0.0,159.0
North Wales,Other equipment,Irritant spray - drawn,1.0,0.0,0.0,24.0,0.0,25.0
North Wales,Other equipment,Irritant spray - used,17.0,0.0,0.0,117.0,0.0,134.0
North Wales,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other equipment,Spit and bite guard,1.0,0.0,0.0,3.0,0.0,4.0
North Wales,Other equipment,Shield,1.0,0.0,0.0,1.0,0.0,2.0
North Wales,Less lethal weapons,*Total Less lethal weapons,33.0,0.0,0.0,97.0,0.0,130.0
North Wales,Less lethal weapons,CED,33.0,0.0,0.0,97.0,0.0,130.0
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Firearms,*Total Firearms,2.0,0.0,0.0,8.0,0.0,10.0
North Wales,Other,*Total Other,74.0,0.0,0.0,525.0,0.0,599.0
North Wales,Other,"Dog use, of which",1.0,0.0,0.0,2.0,0.0,3.0
North Wales,Other,Dog deployed,1.0,0.0,0.0,2.0,0.0,3.0
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Other / improvised,73.0,0.0,0.0,523.0,0.0,596.0
North Wales,Not reported,*Total Not reported,2.0,0.0,0.0,37.0,0.0,39.0
North Wales,Tactical communication,Tactical communication,26.0,0.0,0.0,81.0,0.0,107.0
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,223.0,21.0,15.0,4571.0,0.0,4830.0
North Yorkshire,Restraint,*Total Restraint,117.0,10.0,7.0,2596.0,0.0,2730.0
North Yorkshire,Restraint,"Handcuffing, of which",67.0,9.0,6.0,1822.0,0.0,1904.0
North Yorkshire,Restraint,Compliant handcuffing,22.0,3.0,3.0,1019.0,0.0,1047.0
North Yorkshire,Restraint,Non-compliant handcuffing,45.0,6.0,3.0,803.0,0.0,857.0
North Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Restraint,Limb / Body restraints,11.0,0.0,0.0,143.0,0.0,154.0
North Yorkshire,Restraint,Ground restraint,39.0,1.0,1.0,631.0,0.0,672.0
North Yorkshire,Unarmed skills,*Total Unarmed skills,72.0,7.0,3.0,1282.0,0.0,1364.0
North Yorkshire,Other equipment,*Total Other equipment,13.0,1.0,0.0,319.0,0.0,333.0
North Yorkshire,Other equipment,"Baton, of which",3.0,0.0,0.0,30.0,0.0,33.0
North Yorkshire,Other equipment,Baton drawn,2.0,0.0,0.0,23.0,0.0,25.0
North Yorkshire,Other equipment,Baton used,1.0,0.0,0.0,7.0,0.0,8.0
North Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,"Irritant spray, of which",5.0,0.0,0.0,230.0,0.0,235.0
North Yorkshire,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,91.0,0.0,91.0
North Yorkshire,Other equipment,Irritant spray - used,5.0,0.0,0.0,139.0,0.0,144.0
North Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,Spit and bite guard,5.0,1.0,0.0,57.0,0.0,63.0
North Yorkshire,Other equipment,Shield,0.0,0.0,0.0,2.0,0.0,2.0
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,16.0,1.0,2.0,245.0,0.0,264.0
North Yorkshire,Less lethal weapons,CED,16.0,1.0,2.0,227.0,0.0,246.0
North Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,18.0,0.0,18.0
North Yorkshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,18.0,0.0,18.0
North Yorkshire,Firearms,*Total Firearms,0.0,0.0,0.0,42.0,0.0,42.0
North Yorkshire,Other,*Total Other,5.0,2.0,3.0,87.0,0.0,97.0
North Yorkshire,Other,"Dog use, of which",0.0,0.0,0.0,8.0,0.0,8.0
North Yorkshire,Other,Dog deployed,0.0,0.0,0.0,4.0,0.0,4.0
North Yorkshire,Other,Dog bite,0.0,0.0,0.0,4.0,0.0,4.0
North Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other,Other / improvised,5.0,2.0,3.0,79.0,0.0,89.0
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Tactical communication,Tactical communication,94.0,8.0,7.0,1825.0,0.0,1934.0
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,1547.0,67.0,84.0,10444.0,1.0,12143.0
Northamptonshire,Restraint,*Total Restraint,839.0,34.0,44.0,6210.0,0.0,7127.0
Northamptonshire,Restraint,"Handcuffing, of which",485.0,25.0,29.0,4509.0,0.0,5048.0
Northamptonshire,Restraint,Compliant handcuffing,183.0,9.0,15.0,3019.0,0.0,3226.0
Northamptonshire,Restraint,Non-compliant handcuffing,302.0,16.0,14.0,1490.0,0.0,1822.0
Northamptonshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Restraint,Limb / Body restraints,123.0,1.0,3.0,372.0,0.0,499.0
Northamptonshire,Restraint,Ground restraint,231.0,8.0,12.0,1329.0,0.0,1580.0
Northamptonshire,Unarmed skills,*Total Unarmed skills,415.0,16.0,20.0,2258.0,0.0,2709.0
Northamptonshire,Other equipment,*Total Other equipment,94.0,3.0,8.0,774.0,1.0,880.0
Northamptonshire,Other equipment,"Baton, of which",17.0,0.0,2.0,121.0,0.0,140.0
Northamptonshire,Other equipment,Baton drawn,11.0,0.0,1.0,61.0,0.0,73.0
Northamptonshire,Other equipment,Baton used,6.0,0.0,1.0,60.0,0.0,67.0
Northamptonshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,"Irritant spray, of which",51.0,3.0,1.0,516.0,1.0,572.0
Northamptonshire,Other equipment,Irritant spray - drawn,25.0,1.0,0.0,237.0,0.0,263.0
Northamptonshire,Other equipment,Irritant spray - used,26.0,2.0,1.0,279.0,1.0,309.0
Northamptonshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,Spit and bite guard,22.0,0.0,5.0,128.0,0.0,155.0
Northamptonshire,Other equipment,Shield,4.0,0.0,0.0,9.0,0.0,13.0
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,99.0,4.0,4.0,470.0,0.0,577.0
Northamptonshire,Less lethal weapons,CED,98.0,4.0,4.0,454.0,0.0,560.0
Northamptonshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,16.0,0.0,17.0
Northamptonshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,9.0,0.0,9.0
Northamptonshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Less lethal weapons,Not stated AEP,1.0,0.0,0.0,7.0,0.0,8.0
Northamptonshire,Firearms,*Total Firearms,2.0,1.0,1.0,76.0,0.0,80.0
Northamptonshire,Other,*Total Other,98.0,9.0,7.0,656.0,0.0,770.0
Northamptonshire,Other,"Dog use, of which",2.0,0.0,0.0,91.0,0.0,93.0
Northamptonshire,Other,Dog deployed,2.0,0.0,0.0,73.0,0.0,75.0
Northamptonshire,Other,Dog bite,0.0,0.0,0.0,18.0,0.0,18.0
Northamptonshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other,Other / improvised,96.0,9.0,7.0,565.0,0.0,677.0
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Tactical communication,Tactical communication,497.0,22.0,22.0,2563.0,0.0,3104.0
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,1058.0,119.0,34.0,25501.0,0.0,26712.0
Northumbria,Restraint,*Total Restraint,711.0,89.0,28.0,18946.0,0.0,19774.0
Northumbria,Restraint,"Handcuffing, of which",506.0,72.0,26.0,15022.0,0.0,15626.0
Northumbria,Restraint,Compliant handcuffing,303.0,52.0,19.0,10956.0,0.0,11330.0
Northumbria,Restraint,Non-compliant handcuffing,203.0,20.0,7.0,4066.0,0.0,4296.0
Northumbria,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Restraint,Limb / Body restraints,28.0,2.0,0.0,488.0,0.0,518.0
Northumbria,Restraint,Ground restraint,177.0,15.0,2.0,3436.0,0.0,3630.0
Northumbria,Unarmed skills,*Total Unarmed skills,252.0,21.0,5.0,4752.0,0.0,5030.0
Northumbria,Other equipment,*Total Other equipment,30.0,6.0,1.0,767.0,0.0,804.0
Northumbria,Other equipment,"Baton, of which",11.0,2.0,1.0,201.0,0.0,215.0
Northumbria,Other equipment,Baton drawn,8.0,1.0,0.0,157.0,0.0,166.0
Northumbria,Other equipment,Baton used,3.0,1.0,1.0,44.0,0.0,49.0
Northumbria,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,"Irritant spray, of which",7.0,0.0,0.0,295.0,0.0,302.0
Northumbria,Other equipment,Irritant spray - drawn,2.0,0.0,0.0,145.0,0.0,147.0
Northumbria,Other equipment,Irritant spray - used,5.0,0.0,0.0,150.0,0.0,155.0
Northumbria,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,Spit and bite guard,8.0,3.0,0.0,248.0,0.0,259.0
Northumbria,Other equipment,Shield,4.0,1.0,0.0,23.0,0.0,28.0
Northumbria,Less lethal weapons,*Total Less lethal weapons,24.0,0.0,0.0,260.0,0.0,284.0
Northumbria,Less lethal weapons,CED,21.0,0.0,0.0,221.0,0.0,242.0
Northumbria,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,39.0,0.0,42.0
Northumbria,Less lethal weapons,AEP aimed,3.0,0.0,0.0,39.0,0.0,42.0
Northumbria,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Firearms,*Total Firearms,1.0,0.0,0.0,137.0,0.0,138.0
Northumbria,Other,*Total Other,40.0,3.0,0.0,639.0,0.0,682.0
Northumbria,Other,"Dog use, of which",4.0,0.0,0.0,133.0,0.0,137.0
Northumbria,Other,Dog deployed,2.0,0.0,0.0,106.0,0.0,108.0
Northumbria,Other,Dog bite,2.0,0.0,0.0,27.0,0.0,29.0
Northumbria,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other,Other / improvised,36.0,3.0,0.0,506.0,0.0,545.0
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Tactical communication,Tactical communication,567.0,83.0,28.0,15486.0,0.0,16164.0
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,691.0,39.0,13.0,6094.0,0.0,6837.0
Nottinghamshire,Restraint,*Total Restraint,349.0,21.0,8.0,3669.0,0.0,4047.0
Nottinghamshire,Restraint,"Handcuffing, of which",305.0,21.0,8.0,3494.0,0.0,3828.0
Nottinghamshire,Restraint,Compliant handcuffing,108.0,11.0,3.0,1927.0,0.0,2049.0
Nottinghamshire,Restraint,Non-compliant handcuffing,197.0,10.0,5.0,1567.0,0.0,1779.0
Nottinghamshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Restraint,Limb / Body restraints,44.0,0.0,0.0,175.0,0.0,219.0
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Unarmed skills,*Total Unarmed skills,188.0,11.0,3.0,1452.0,0.0,1654.0
Nottinghamshire,Other equipment,*Total Other equipment,30.0,0.0,0.0,217.0,0.0,247.0
Nottinghamshire,Other equipment,"Baton, of which",12.0,0.0,0.0,87.0,0.0,99.0
Nottinghamshire,Other equipment,Baton drawn,8.0,0.0,0.0,55.0,0.0,63.0
Nottinghamshire,Other equipment,Baton used,4.0,0.0,0.0,32.0,0.0,36.0
Nottinghamshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,"Irritant spray, of which",9.0,0.0,0.0,108.0,0.0,117.0
Nottinghamshire,Other equipment,Irritant spray - drawn,5.0,0.0,0.0,57.0,0.0,62.0
Nottinghamshire,Other equipment,Irritant spray - used,4.0,0.0,0.0,51.0,0.0,55.0
Nottinghamshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,Spit and bite guard,3.0,0.0,0.0,15.0,0.0,18.0
Nottinghamshire,Other equipment,Shield,6.0,0.0,0.0,7.0,0.0,13.0
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,34.0,1.0,1.0,166.0,0.0,202.0
Nottinghamshire,Less lethal weapons,CED,31.0,1.0,1.0,164.0,0.0,197.0
Nottinghamshire,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,2.0,0.0,5.0
Nottinghamshire,Less lethal weapons,AEP aimed,1.0,0.0,0.0,1.0,0.0,2.0
Nottinghamshire,Less lethal weapons,AEP fired,2.0,0.0,0.0,1.0,0.0,3.0
Nottinghamshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Firearms,*Total Firearms,0.0,0.0,0.0,7.0,0.0,7.0
Nottinghamshire,Other,*Total Other,90.0,6.0,1.0,583.0,0.0,680.0
Nottinghamshire,Other,"Dog use, of which",1.0,0.0,0.0,33.0,0.0,34.0
Nottinghamshire,Other,Dog deployed,1.0,0.0,0.0,18.0,0.0,19.0
Nottinghamshire,Other,Dog bite,0.0,0.0,0.0,15.0,0.0,15.0
Nottinghamshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other,Other / improvised,89.0,6.0,1.0,550.0,0.0,646.0
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Tactical communication,Tactical communication,293.0,14.0,8.0,2114.0,0.0,2429.0
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,1422.0,254.0,86.0,25574.0,0.0,27336.0
South Wales,Restraint,*Total Restraint,888.0,160.0,50.0,18022.0,0.0,19120.0
South Wales,Restraint,"Handcuffing, of which",664.0,136.0,41.0,15464.0,0.0,16305.0
South Wales,Restraint,Compliant handcuffing,321.0,92.0,23.0,10910.0,0.0,11346.0
South Wales,Restraint,Non-compliant handcuffing,343.0,44.0,18.0,4554.0,0.0,4959.0
South Wales,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Restraint,Limb / Body restraints,54.0,5.0,0.0,415.0,0.0,474.0
South Wales,Restraint,Ground restraint,170.0,19.0,9.0,2143.0,0.0,2341.0
South Wales,Unarmed skills,*Total Unarmed skills,388.0,64.0,28.0,5415.0,0.0,5895.0
South Wales,Other equipment,*Total Other equipment,34.0,2.0,1.0,488.0,0.0,525.0
South Wales,Other equipment,"Baton, of which",8.0,0.0,1.0,93.0,0.0,102.0
South Wales,Other equipment,Baton drawn,4.0,0.0,1.0,62.0,0.0,67.0
South Wales,Other equipment,Baton used,4.0,0.0,0.0,31.0,0.0,35.0
South Wales,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,"Irritant spray, of which",9.0,1.0,0.0,213.0,0.0,223.0
South Wales,Other equipment,Irritant spray - drawn,3.0,0.0,0.0,121.0,0.0,124.0
South Wales,Other equipment,Irritant spray - used,6.0,1.0,0.0,92.0,0.0,99.0
South Wales,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other equipment,Spit and bite guard,17.0,1.0,0.0,175.0,0.0,193.0
South Wales,Other equipment,Shield,0.0,0.0,0.0,7.0,0.0,7.0
South Wales,Less lethal weapons,*Total Less lethal weapons,39.0,7.0,2.0,482.0,0.0,530.0
South Wales,Less lethal weapons,CED,36.0,5.0,2.0,424.0,0.0,467.0
South Wales,Less lethal weapons,"AEP, of which",3.0,2.0,0.0,58.0,0.0,63.0
South Wales,Less lethal weapons,AEP aimed,2.0,2.0,0.0,56.0,0.0,60.0
South Wales,Less lethal weapons,AEP fired,1.0,0.0,0.0,2.0,0.0,3.0
South Wales,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Firearms,*Total Firearms,4.0,2.0,0.0,123.0,0.0,129.0
South Wales,Other,*Total Other,69.0,19.0,5.0,1044.0,0.0,1137.0
South Wales,Other,"Dog use, of which",5.0,2.0,1.0,109.0,0.0,117.0
South Wales,Other,Dog deployed,5.0,2.0,1.0,102.0,0.0,110.0
South Wales,Other,Dog bite,0.0,0.0,0.0,7.0,0.0,7.0
South Wales,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
South Wales,Other,Other / improvised,64.0,17.0,4.0,935.0,0.0,1020.0
South Wales,Not reported,*Total Not reported,4.0,0.0,0.0,45.0,0.0,49.0
South Wales,Tactical communication,Tactical communication,504.0,103.0,39.0,10348.0,0.0,10994.0
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,1336.0,84.0,47.0,10289.0,0.0,11756.0
South Yorkshire,Restraint,*Total Restraint,603.0,27.0,15.0,4365.0,0.0,5010.0
South Yorkshire,Restraint,"Handcuffing, of which",408.0,19.0,12.0,3200.0,0.0,3639.0
South Yorkshire,Restraint,Compliant handcuffing,115.0,5.0,4.0,1296.0,0.0,1420.0
South Yorkshire,Restraint,Non-compliant handcuffing,293.0,14.0,8.0,1904.0,0.0,2219.0
South Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Restraint,Limb / Body restraints,65.0,2.0,1.0,256.0,0.0,324.0
South Yorkshire,Restraint,Ground restraint,130.0,6.0,2.0,909.0,0.0,1047.0
South Yorkshire,Unarmed skills,*Total Unarmed skills,507.0,37.0,25.0,3868.0,0.0,4437.0
South Yorkshire,Other equipment,*Total Other equipment,67.0,9.0,0.0,796.0,0.0,872.0
South Yorkshire,Other equipment,"Baton, of which",9.0,3.0,0.0,283.0,0.0,295.0
South Yorkshire,Other equipment,Baton drawn,5.0,2.0,0.0,175.0,0.0,182.0
South Yorkshire,Other equipment,Baton used,4.0,1.0,0.0,108.0,0.0,113.0
South Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,"Irritant spray, of which",42.0,6.0,0.0,416.0,0.0,464.0
South Yorkshire,Other equipment,Irritant spray - drawn,18.0,3.0,0.0,140.0,0.0,161.0
South Yorkshire,Other equipment,Irritant spray - used,24.0,3.0,0.0,276.0,0.0,303.0
South Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other equipment,Spit and bite guard,12.0,0.0,0.0,89.0,0.0,101.0
South Yorkshire,Other equipment,Shield,4.0,0.0,0.0,8.0,0.0,12.0
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,79.0,1.0,2.0,433.0,0.0,515.0
South Yorkshire,Less lethal weapons,CED,79.0,1.0,2.0,428.0,0.0,510.0
South Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,5.0,0.0,5.0
South Yorkshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,5.0,0.0,5.0
South Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Firearms,*Total Firearms,1.0,1.0,0.0,46.0,0.0,48.0
South Yorkshire,Other,*Total Other,79.0,9.0,5.0,781.0,0.0,874.0
South Yorkshire,Other,"Dog use, of which",1.0,0.0,0.0,93.0,0.0,94.0
South Yorkshire,Other,Dog deployed,1.0,0.0,0.0,59.0,0.0,60.0
South Yorkshire,Other,Dog bite,0.0,0.0,0.0,34.0,0.0,34.0
South Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Other,Other / improvised,78.0,9.0,5.0,688.0,0.0,780.0
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
South Yorkshire,Tactical communication,Tactical communication,492.0,26.0,18.0,3354.0,0.0,3890.0
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,553.0,36.0,24.0,5217.0,0.0,5830.0
Staffordshire,Restraint,*Total Restraint,325.0,23.0,14.0,2996.0,0.0,3358.0
Staffordshire,Restraint,"Handcuffing, of which",172.0,13.0,8.0,1854.0,0.0,2047.0
Staffordshire,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Restraint,Non-compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Restraint,Not stated handcuffing,172.0,13.0,8.0,1854.0,0.0,2047.0
Staffordshire,Restraint,Limb / Body restraints,40.0,2.0,0.0,218.0,0.0,260.0
Staffordshire,Restraint,Ground restraint,113.0,8.0,6.0,924.0,0.0,1051.0
Staffordshire,Unarmed skills,*Total Unarmed skills,158.0,10.0,7.0,1449.0,0.0,1624.0
Staffordshire,Other equipment,*Total Other equipment,50.0,3.0,2.0,555.0,0.0,610.0
Staffordshire,Other equipment,"Baton, of which",8.0,0.0,0.0,105.0,0.0,113.0
Staffordshire,Other equipment,Baton drawn,5.0,0.0,0.0,58.0,0.0,63.0
Staffordshire,Other equipment,Baton used,3.0,0.0,0.0,47.0,0.0,50.0
Staffordshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,"Irritant spray, of which",30.0,2.0,2.0,368.0,0.0,402.0
Staffordshire,Other equipment,Irritant spray - drawn,16.0,1.0,0.0,181.0,0.0,198.0
Staffordshire,Other equipment,Irritant spray - used,14.0,1.0,2.0,187.0,0.0,204.0
Staffordshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Other equipment,Spit and bite guard,7.0,1.0,0.0,69.0,0.0,77.0
Staffordshire,Other equipment,Shield,5.0,0.0,0.0,13.0,0.0,18.0
Staffordshire,Less lethal weapons,*Total Less lethal weapons,8.0,0.0,0.0,23.0,0.0,31.0
Staffordshire,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Less lethal weapons,"AEP, of which",8.0,0.0,0.0,23.0,0.0,31.0
Staffordshire,Less lethal weapons,AEP aimed,7.0,0.0,0.0,22.0,0.0,29.0
Staffordshire,Less lethal weapons,AEP fired,1.0,0.0,0.0,1.0,0.0,2.0
Staffordshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0
Staffordshire,Firearms,*Total Firearms,0.0,0.0,0.0,21.0,0.0,21.0
Staffordshire,Other,*Total Other,12.0,0.0,1.0,173.0,0.0,186.0
Staffordshire,Other,"Dog use, of which",2.0,0.0,0.0,78.0,0.0,80.0
Staffordshire,Other,Dog deployed,2.0,0.0,0.0,62.0,0.0,64.0
Staffordshire,Other,Dog bite,0.0,0.0,0.0,16.0,0.0,16.0
Staffordshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0
