Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Hertfordshire,Restraint,Non-compliant handcuffing,1.0,256.0,1343.0,582.0,146.0,19.0,11.0,2358.0,Restraint,Handcuffing: non-compliant
Hertfordshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Restraint,Limb / Body restraints,0.0,58.0,469.0,157.0,34.0,5.0,7.0,730.0,Restraint,Limb / body restraints
Hertfordshire,Restraint,Ground restraint,2.0,156.0,846.0,332.0,59.0,2.0,12.0,1409.0,Restraint,Ground restraint
Hertfordshire,Unarmed skills,*Total Unarmed skills,9.0,523.0,2311.0,1004.0,281.0,37.0,41.0,4206.0,Unarmed skills,Total: unarmed skills
Hertfordshire,Other equipment,*Total Other equipment,0.0,48.0,660.0,244.0,47.0,6.0,6.0,1011.0,Other equipment,Total: Other equipment
Hertfordshire,Other equipment,"Baton, of which",0.0,9.0,70.0,44.0,9.0,0.0,4.0,136.0,Other equipment,Total: Baton
Hertfordshire,Other equipment,Baton drawn,0.0,6.0,47.0,29.0,7.0,0.0,2.0,91.0,Other equipment,Baton: drawn
Hertfordshire,Other equipment,Baton used,0.0,3.0,23.0,15.0,2.0,0.0,2.0,45.0,Other equipment,Baton: used
Hertfordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Other equipment,"Irritant spray, of which",0.0,32.0,465.0,163.0,27.0,3.0,2.0,692.0,Other equipment,Total: Irritant spray
Hertfordshire,Other equipment,Irritant spray - drawn,0.0,21.0,264.0,92.0,15.0,2.0,1.0,395.0,Other equipment,Irritant spray: drawn
Hertfordshire,Other equipment,Irritant spray - used,0.0,11.0,200.0,70.0,12.0,1.0,1.0,295.0,Other equipment,Irritant spray: used
Hertfordshire,Other equipment,Irritant spray not stated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Hertfordshire,Other equipment,Spit and bite guard,0.0,6.0,97.0,30.0,7.0,3.0,0.0,143.0,Other equipment,Spit and bite guard
Hertfordshire,Other equipment,Shield,0.0,1.0,28.0,7.0,4.0,0.0,0.0,40.0,Other equipment,Shield
Hertfordshire,Less lethal weapons,*Total Less lethal weapons,0.0,48.0,238.0,97.0,32.0,1.0,5.0,421.0,Less lethal weapons,Total: Less lethal weapons
Hertfordshire,Less lethal weapons,CED of which,0.0,48.0,238.0,97.0,32.0,1.0,5.0,421.0,,
Hertfordshire,Less lethal weapons,CED non-discharge,0.0,44.0,217.0,83.0,29.0,1.0,4.0,378.0,,
Hertfordshire,Less lethal weapons,CED discharge,0.0,4.0,20.0,14.0,3.0,0.0,1.0,42.0,,
Hertfordshire,Less lethal weapons,CED not stated,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Hertfordshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
Hertfordshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Firearms,*Total Firearms,0.0,1.0,9.0,2.0,0.0,0.0,0.0,12.0,Firearms,Total: Firearms
Hertfordshire,Other,*Total Other,0.0,29.0,176.0,91.0,20.0,4.0,0.0,320.0,Other,Total: Other
Hertfordshire,Other,"Dog use, of which",0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,Other,Total: Dog
Hertfordshire,Other,Dog deployed,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,Other,Dog: deployed
Hertfordshire,Other,Dog bite,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Hertfordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Other,Other / improvised,0.0,28.0,171.0,91.0,20.0,4.0,0.0,314.0,Other,Other / improvised
Hertfordshire,Not reported,*Total Not reported,1.0,9.0,19.0,3.0,2.0,0.0,1.0,35.0,Not reported,Total: Not reported
Hertfordshire,Tactical communication,Tactical communication,11.0,945.0,4347.0,1849.0,508.0,62.0,52.0,7774.0,Excluded: Tactical Communication,Tactical Communication
Humberside,Total (excluding not reported and tactical communication),*Total Tactics,16.0,872.0,5003.0,2402.0,574.0,29.0,433.0,9329.0,Total,Total: all
Humberside,Restraint,*Total Restraint,8.0,439.0,2641.0,1269.0,302.0,18.0,208.0,4885.0,Restraint,Total: Restraint
Humberside,Restraint,"Handcuffing, of which",4.0,342.0,1909.0,993.0,250.0,17.0,148.0,3663.0,Restraint,Total: Handcuffing
Humberside,Restraint,Compliant handcuffing,1.0,198.0,1126.0,619.0,143.0,9.0,60.0,2156.0,Restraint,Handcuffing: compliant
Humberside,Restraint,Non-compliant handcuffing,3.0,144.0,783.0,374.0,107.0,8.0,88.0,1507.0,Restraint,Handcuffing: non-compliant
Humberside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Restraint,Limb / Body restraints,3.0,31.0,253.0,86.0,21.0,0.0,15.0,409.0,Restraint,Limb / body restraints
Humberside,Restraint,Ground restraint,1.0,66.0,479.0,190.0,31.0,1.0,45.0,813.0,Restraint,Ground restraint
Humberside,Unarmed skills,*Total Unarmed skills,4.0,277.0,1326.0,613.0,152.0,8.0,135.0,2515.0,Unarmed skills,Total: unarmed skills
Humberside,Other equipment,*Total Other equipment,3.0,25.0,265.0,113.0,27.0,1.0,38.0,472.0,Other equipment,Total: Other equipment
Humberside,Other equipment,"Baton, of which",0.0,8.0,40.0,11.0,6.0,0.0,5.0,70.0,Other equipment,Total: Baton
Humberside,Other equipment,Baton drawn,0.0,5.0,26.0,8.0,3.0,0.0,5.0,47.0,Other equipment,Baton: drawn
Humberside,Other equipment,Baton used,0.0,3.0,14.0,3.0,3.0,0.0,0.0,23.0,Other equipment,Baton: used
Humberside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other equipment,"Irritant spray, of which",2.0,12.0,119.0,69.0,12.0,0.0,23.0,237.0,Other equipment,Total: Irritant spray
Humberside,Other equipment,Irritant spray - drawn,1.0,8.0,56.0,29.0,7.0,0.0,8.0,109.0,Other equipment,Irritant spray: drawn
Humberside,Other equipment,Irritant spray - used,1.0,4.0,63.0,40.0,5.0,0.0,15.0,128.0,Other equipment,Irritant spray: used
Humberside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other equipment,Spit and bite guard,1.0,5.0,101.0,31.0,8.0,0.0,10.0,156.0,Other equipment,Spit and bite guard
Humberside,Other equipment,Shield,0.0,0.0,5.0,2.0,1.0,1.0,0.0,9.0,Other equipment,Shield
Humberside,Less lethal weapons,*Total Less lethal weapons,0.0,66.0,454.0,272.0,62.0,1.0,22.0,877.0,Less lethal weapons,Total: Less lethal weapons
Humberside,Less lethal weapons,CED of which,0.0,56.0,427.0,242.0,57.0,1.0,21.0,804.0,,
Humberside,Less lethal weapons,CED non-discharge,0.0,38.0,282.0,159.0,38.0,1.0,14.0,532.0,,
Humberside,Less lethal weapons,CED discharge,0.0,2.0,48.0,26.0,4.0,0.0,0.0,80.0,,
Humberside,Less lethal weapons,CED not stated,0.0,16.0,97.0,57.0,15.0,0.0,7.0,192.0,,
Humberside,Less lethal weapons,"AEP, of which",0.0,10.0,27.0,30.0,5.0,0.0,1.0,73.0,Less lethal weapons,Total: AEP
Humberside,Less lethal weapons,AEP drawn,0.0,10.0,27.0,28.0,5.0,0.0,1.0,71.0,,
Humberside,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,
Humberside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Firearms,*Total Firearms,0.0,24.0,71.0,48.0,14.0,0.0,4.0,161.0,Firearms,Total: Firearms
Humberside,Other,*Total Other,1.0,41.0,246.0,87.0,17.0,1.0,26.0,419.0,Other,Total: Other
Humberside,Other,"Dog use, of which",0.0,12.0,20.0,6.0,1.0,0.0,5.0,44.0,Other,Total: Dog
Humberside,Other,Dog deployed,0.0,7.0,16.0,5.0,0.0,0.0,4.0,32.0,Other,Dog: deployed
Humberside,Other,Dog bite,0.0,5.0,4.0,1.0,1.0,0.0,1.0,12.0,Other,Dog: bite
Humberside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other,Other / improvised,1.0,29.0,226.0,81.0,16.0,1.0,21.0,375.0,Other,Other / improvised
Humberside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Humberside,Tactical communication,Tactical communication,5.0,398.0,2067.0,1023.0,265.0,22.0,161.0,3941.0,Excluded: Tactical Communication,Tactical Communication
Kent,Total (excluding not reported and tactical communication),*Total Tactics,59.0,1671.0,10605.0,4725.0,1430.0,103.0,2243.0,20836.0,Total,Total: all
Kent,Restraint,*Total Restraint,41.0,1276.0,7999.0,3623.0,1051.0,70.0,1525.0,15585.0,Restraint,Total: Restraint
Kent,Restraint,"Handcuffing, of which",18.0,830.0,5179.0,2461.0,757.0,47.0,872.0,10164.0,Restraint,Total: Handcuffing
Kent,Restraint,Compliant handcuffing,14.0,462.0,3169.0,1506.0,436.0,26.0,480.0,6093.0,Restraint,Handcuffing: compliant
Kent,Restraint,Non-compliant handcuffing,4.0,368.0,2010.0,955.0,321.0,21.0,392.0,4071.0,Restraint,Handcuffing: non-compliant
Kent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Restraint,Limb / Body restraints,13.0,248.0,1466.0,641.0,157.0,18.0,332.0,2875.0,Restraint,Limb / body restraints
Kent,Restraint,Ground restraint,10.0,198.0,1354.0,521.0,137.0,5.0,321.0,2546.0,Restraint,Ground restraint
Kent,Unarmed skills,*Total Unarmed skills,13.0,192.0,1108.0,483.0,189.0,15.0,293.0,2293.0,Unarmed skills,Total: unarmed skills
Kent,Other equipment,*Total Other equipment,1.0,56.0,406.0,172.0,43.0,1.0,111.0,790.0,Other equipment,Total: Other equipment
Kent,Other equipment,"Baton, of which",0.0,7.0,64.0,22.0,7.0,0.0,28.0,128.0,Other equipment,Total: Baton
Kent,Other equipment,Baton drawn,0.0,5.0,42.0,17.0,4.0,0.0,19.0,87.0,Other equipment,Baton: drawn
Kent,Other equipment,Baton used,0.0,2.0,22.0,5.0,3.0,0.0,9.0,41.0,Other equipment,Baton: used
Kent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Other equipment,"Irritant spray, of which",0.0,30.0,205.0,105.0,23.0,0.0,48.0,411.0,Other equipment,Total: Irritant spray
Kent,Other equipment,Irritant spray - drawn,:,:,:,:,:,:,:,:,Other equipment,Irritant spray: drawn
Kent,Other equipment,Irritant spray - used,:,:,:,:,:,:,:,:,Other equipment,Irritant spray: used
Kent,Other equipment,Irritant spray not stated,0.0,30.0,205.0,105.0,23.0,0.0,48.0,411.0,,
Kent,Other equipment,Spit and bite guard,1.0,19.0,118.0,41.0,8.0,1.0,28.0,216.0,Other equipment,Spit and bite guard
Kent,Other equipment,Shield,0.0,0.0,19.0,4.0,5.0,0.0,7.0,35.0,Other equipment,Shield
Kent,Less lethal weapons,*Total Less lethal weapons,1.0,55.0,502.0,194.0,44.0,4.0,122.0,922.0,Less lethal weapons,Total: Less lethal weapons
Kent,Less lethal weapons,CED of which,1.0,52.0,468.0,185.0,41.0,3.0,113.0,863.0,,
Kent,Less lethal weapons,CED non-discharge,0.0,34.0,234.0,80.0,21.0,0.0,48.0,417.0,,
Kent,Less lethal weapons,CED discharge,0.0,2.0,63.0,35.0,1.0,0.0,15.0,116.0,,
Kent,Less lethal weapons,CED not stated,1.0,16.0,171.0,70.0,19.0,3.0,50.0,330.0,,
Kent,Less lethal weapons,"AEP, of which",0.0,3.0,34.0,9.0,3.0,1.0,9.0,59.0,Less lethal weapons,Total: AEP
Kent,Less lethal weapons,AEP drawn,0.0,3.0,32.0,9.0,3.0,1.0,9.0,57.0,,
Kent,Less lethal weapons,AEP used,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
Kent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Firearms,*Total Firearms,0.0,2.0,74.0,17.0,9.0,2.0,23.0,127.0,Firearms,Total: Firearms
Kent,Other,*Total Other,3.0,90.0,516.0,236.0,94.0,11.0,169.0,1119.0,Other,Total: Other
Kent,Other,"Dog use, of which",1.0,2.0,15.0,1.0,0.0,0.0,4.0,23.0,Other,Total: Dog
Kent,Other,Dog deployed,0.0,2.0,10.0,1.0,0.0,0.0,3.0,16.0,Other,Dog: deployed
Kent,Other,Dog bite,1.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,Other,Dog: bite
Kent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Other,Other / improvised,2.0,88.0,501.0,235.0,94.0,11.0,165.0,1096.0,Other,Other / improvised
Kent,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Kent,Tactical communication,Tactical communication,15.0,403.0,2494.0,1180.0,346.0,31.0,535.0,5004.0,Excluded: Tactical Communication,Tactical Communication
Lancashire,Total (excluding not reported and tactical communication),*Total Tactics,20.0,1253.0,7312.0,3448.0,898.0,95.0,426.0,13452.0,Total,Total: all
Lancashire,Restraint,*Total Restraint,11.0,620.0,3514.0,1630.0,415.0,47.0,44.0,6281.0,Restraint,Total: Restraint
Lancashire,Restraint,"Handcuffing, of which",9.0,511.0,2805.0,1357.0,356.0,42.0,39.0,5119.0,Restraint,Total: Handcuffing
Lancashire,Restraint,Compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: compliant
Lancashire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: non-compliant
Lancashire,Restraint,Handcuffing not stated,9.0,511.0,2805.0,1357.0,356.0,42.0,39.0,5119.0,,
Lancashire,Restraint,Limb / Body restraints,0.0,39.0,178.0,62.0,13.0,3.0,1.0,296.0,Restraint,Limb / body restraints
Lancashire,Restraint,Ground restraint,2.0,70.0,531.0,211.0,46.0,2.0,4.0,866.0,Restraint,Ground restraint
Lancashire,Unarmed skills,*Total Unarmed skills,6.0,480.0,2559.0,1197.0,321.0,31.0,255.0,4849.0,Unarmed skills,Total: unarmed skills
Lancashire,Other equipment,*Total Other equipment,2.0,71.0,668.0,322.0,77.0,8.0,31.0,1179.0,Other equipment,Total: Other equipment
Lancashire,Other equipment,"Baton, of which",0.0,13.0,51.0,20.0,9.0,1.0,14.0,108.0,Other equipment,Total: Baton
Lancashire,Other equipment,Baton drawn,0.0,9.0,24.0,9.0,3.0,0.0,11.0,56.0,Other equipment,Baton: drawn
Lancashire,Other equipment,Baton used,0.0,4.0,27.0,11.0,6.0,1.0,3.0,52.0,Other equipment,Baton: used
Lancashire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other equipment,"Irritant spray, of which",2.0,52.0,539.0,276.0,66.0,7.0,15.0,957.0,Other equipment,Total: Irritant spray
Lancashire,Other equipment,Irritant spray - drawn,1.0,13.0,153.0,81.0,16.0,1.0,7.0,272.0,Other equipment,Irritant spray: drawn
Lancashire,Other equipment,Irritant spray - used,1.0,39.0,386.0,195.0,50.0,6.0,8.0,685.0,Other equipment,Irritant spray: used
Lancashire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other equipment,Spit and bite guard,0.0,6.0,72.0,25.0,1.0,0.0,2.0,106.0,Other equipment,Spit and bite guard
Lancashire,Other equipment,Shield,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,Other equipment,Shield
Lancashire,Less lethal weapons,*Total Less lethal weapons,0.0,28.0,256.0,125.0,35.0,3.0,4.0,451.0,Less lethal weapons,Total: Less lethal weapons
Lancashire,Less lethal weapons,CED of which,0.0,28.0,250.0,124.0,35.0,2.0,4.0,443.0,,
Lancashire,Less lethal weapons,CED non-discharge,0.0,28.0,212.0,99.0,28.0,2.0,4.0,373.0,,
Lancashire,Less lethal weapons,CED discharge,0.0,0.0,38.0,25.0,7.0,0.0,0.0,70.0,,
Lancashire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Less lethal weapons,"AEP, of which",0.0,0.0,6.0,1.0,0.0,1.0,0.0,8.0,Less lethal weapons,Total: AEP
Lancashire,Less lethal weapons,AEP drawn,0.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0,,
Lancashire,Less lethal weapons,AEP used,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
Lancashire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Firearms,*Total Firearms,0.0,0.0,3.0,2.0,0.0,0.0,1.0,6.0,Firearms,Total: Firearms
Lancashire,Other,*Total Other,1.0,54.0,312.0,172.0,50.0,6.0,91.0,686.0,Other,Total: Other
Lancashire,Other,"Dog use, of which",0.0,15.0,34.0,14.0,1.0,1.0,1.0,66.0,Other,Total: Dog
Lancashire,Other,Dog deployed,0.0,8.0,20.0,9.0,1.0,1.0,0.0,39.0,Other,Dog: deployed
Lancashire,Other,Dog bite,0.0,7.0,14.0,5.0,0.0,0.0,1.0,27.0,Other,Dog: bite
Lancashire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lancashire,Other,Other / improvised,1.0,39.0,278.0,158.0,49.0,5.0,90.0,620.0,Other,Other / improvised
Lancashire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Lancashire,Tactical communication,Tactical communication,10.0,596.0,3269.0,1602.0,447.0,56.0,279.0,6259.0,Excluded: Tactical Communication,Tactical Communication
Leicestershire,Total (excluding not reported and tactical communication),*Total Tactics,10.0,1212.0,6715.0,3305.0,712.0,49.0,44.0,12047.0,Total,Total: all
Leicestershire,Restraint,*Total Restraint,2.0,757.0,4463.0,2216.0,477.0,35.0,7.0,7957.0,Restraint,Total: Restraint
Leicestershire,Restraint,"Handcuffing, of which",1.0,695.0,3990.0,2018.0,445.0,33.0,5.0,7187.0,Restraint,Total: Handcuffing
Leicestershire,Restraint,Compliant handcuffing,1.0,510.0,3108.0,1559.0,329.0,25.0,5.0,5537.0,Restraint,Handcuffing: compliant
Leicestershire,Restraint,Non-compliant handcuffing,0.0,185.0,882.0,459.0,116.0,8.0,0.0,1650.0,Restraint,Handcuffing: non-compliant
Leicestershire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Restraint,Limb / Body restraints,0.0,27.0,222.0,99.0,15.0,2.0,0.0,365.0,Restraint,Limb / body restraints
Leicestershire,Restraint,Ground restraint,1.0,35.0,251.0,99.0,17.0,0.0,2.0,405.0,Restraint,Ground restraint
Leicestershire,Unarmed skills,*Total Unarmed skills,5.0,294.0,1278.0,636.0,139.0,10.0,1.0,2363.0,Unarmed skills,Total: unarmed skills
Leicestershire,Other equipment,*Total Other equipment,0.0,22.0,228.0,105.0,13.0,2.0,0.0,370.0,Other equipment,Total: Other equipment
Leicestershire,Other equipment,"Baton, of which",0.0,6.0,71.0,19.0,3.0,0.0,0.0,99.0,Other equipment,Total: Baton
Leicestershire,Other equipment,Baton drawn,0.0,6.0,52.0,12.0,3.0,0.0,0.0,73.0,Other equipment,Baton: drawn
Leicestershire,Other equipment,Baton used,0.0,0.0,19.0,7.0,0.0,0.0,0.0,26.0,Other equipment,Baton: used
Leicestershire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other equipment,"Irritant spray, of which",0.0,9.0,94.0,44.0,6.0,2.0,0.0,155.0,Other equipment,Total: Irritant spray
Leicestershire,Other equipment,Irritant spray - drawn,0.0,7.0,50.0,26.0,2.0,1.0,0.0,86.0,Other equipment,Irritant spray: drawn
Leicestershire,Other equipment,Irritant spray - used,0.0,2.0,44.0,18.0,4.0,1.0,0.0,69.0,Other equipment,Irritant spray: used
Leicestershire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other equipment,Spit and bite guard,0.0,7.0,48.0,29.0,3.0,0.0,0.0,87.0,Other equipment,Spit and bite guard
Leicestershire,Other equipment,Shield,0.0,0.0,15.0,13.0,1.0,0.0,0.0,29.0,Other equipment,Shield
Leicestershire,Less lethal weapons,*Total Less lethal weapons,0.0,75.0,435.0,223.0,48.0,0.0,2.0,783.0,Less lethal weapons,Total: Less lethal weapons
Leicestershire,Less lethal weapons,CED of which,0.0,72.0,424.0,220.0,47.0,0.0,2.0,765.0,,
Leicestershire,Less lethal weapons,CED non-discharge,0.0,71.0,400.0,212.0,44.0,0.0,2.0,729.0,,
Leicestershire,Less lethal weapons,CED discharge,0.0,1.0,24.0,8.0,3.0,0.0,0.0,36.0,,
Leicestershire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Less lethal weapons,"AEP, of which",0.0,3.0,11.0,3.0,1.0,0.0,0.0,18.0,Less lethal weapons,Total: AEP
Leicestershire,Less lethal weapons,AEP drawn,0.0,3.0,11.0,3.0,1.0,0.0,0.0,18.0,,
Leicestershire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Firearms,*Total Firearms,0.0,5.0,41.0,8.0,1.0,0.0,0.0,55.0,Firearms,Total: Firearms
Leicestershire,Other,*Total Other,3.0,59.0,270.0,117.0,34.0,2.0,34.0,519.0,Other,Total: Other
Leicestershire,Other,"Dog use, of which",0.0,4.0,23.0,7.0,0.0,0.0,0.0,34.0,Other,Total: Dog
Leicestershire,Other,Dog deployed,0.0,2.0,18.0,6.0,0.0,0.0,0.0,26.0,Other,Dog: deployed
Leicestershire,Other,Dog bite,0.0,2.0,5.0,1.0,0.0,0.0,0.0,8.0,Other,Dog: bite
Leicestershire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Leicestershire,Other,Other / improvised,3.0,55.0,247.0,110.0,34.0,2.0,34.0,485.0,Other,Other / improvised
Leicestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Leicestershire,Tactical communication,Tactical communication,5.0,497.0,2632.0,1287.0,302.0,19.0,2.0,4744.0,Excluded: Tactical Communication,Tactical Communication
Lincolnshire,Total (excluding not reported and tactical communication),*Total Tactics,4.0,430.0,3503.0,1519.0,390.0,40.0,0.0,5886.0,Total,Total: all
Lincolnshire,Restraint,*Total Restraint,1.0,208.0,1792.0,788.0,206.0,15.0,0.0,3010.0,Restraint,Total: Restraint
Lincolnshire,Restraint,"Handcuffing, of which",1.0,181.0,1505.0,696.0,190.0,13.0,0.0,2586.0,Restraint,Total: Handcuffing
Lincolnshire,Restraint,Compliant handcuffing,0.0,104.0,793.0,374.0,85.0,8.0,0.0,1364.0,Restraint,Handcuffing: compliant
Lincolnshire,Restraint,Non-compliant handcuffing,1.0,77.0,712.0,322.0,105.0,5.0,0.0,1222.0,Restraint,Handcuffing: non-compliant
Lincolnshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Restraint,Limb / Body restraints,0.0,12.0,90.0,30.0,7.0,1.0,0.0,140.0,Restraint,Limb / body restraints
Lincolnshire,Restraint,Ground restraint,0.0,15.0,197.0,62.0,9.0,1.0,0.0,284.0,Restraint,Ground restraint
Lincolnshire,Unarmed skills,*Total Unarmed skills,3.0,162.0,1128.0,481.0,110.0,18.0,0.0,1902.0,Unarmed skills,Total: unarmed skills
Lincolnshire,Other equipment,*Total Other equipment,0.0,16.0,248.0,97.0,23.0,1.0,0.0,385.0,Other equipment,Total: Other equipment
Lincolnshire,Other equipment,"Baton, of which",0.0,4.0,21.0,16.0,3.0,0.0,0.0,44.0,Other equipment,Total: Baton
Lincolnshire,Other equipment,Baton drawn,0.0,3.0,16.0,11.0,3.0,0.0,0.0,33.0,Other equipment,Baton: drawn
Lincolnshire,Other equipment,Baton used,0.0,1.0,5.0,5.0,0.0,0.0,0.0,11.0,Other equipment,Baton: used
Lincolnshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other equipment,"Irritant spray, of which",0.0,9.0,193.0,61.0,17.0,1.0,0.0,281.0,Other equipment,Total: Irritant spray
Lincolnshire,Other equipment,Irritant spray - drawn,0.0,6.0,65.0,22.0,5.0,0.0,0.0,98.0,Other equipment,Irritant spray: drawn
Lincolnshire,Other equipment,Irritant spray - used,0.0,3.0,128.0,39.0,12.0,1.0,0.0,183.0,Other equipment,Irritant spray: used
Lincolnshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Other equipment,Spit and bite guard,0.0,2.0,27.0,17.0,3.0,0.0,0.0,49.0,Other equipment,Spit and bite guard
Lincolnshire,Other equipment,Shield,0.0,1.0,7.0,3.0,0.0,0.0,0.0,11.0,Other equipment,Shield
Lincolnshire,Less lethal weapons,*Total Less lethal weapons,0.0,28.0,244.0,105.0,36.0,2.0,0.0,415.0,Less lethal weapons,Total: Less lethal weapons
Lincolnshire,Less lethal weapons,CED of which,0.0,27.0,232.0,98.0,36.0,2.0,0.0,395.0,,
Lincolnshire,Less lethal weapons,CED non-discharge,0.0,27.0,207.0,87.0,28.0,2.0,0.0,351.0,,
Lincolnshire,Less lethal weapons,CED discharge,0.0,0.0,24.0,10.0,8.0,0.0,0.0,42.0,,
Lincolnshire,Less lethal weapons,CED not stated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Lincolnshire,Less lethal weapons,"AEP, of which",0.0,1.0,12.0,7.0,0.0,0.0,0.0,20.0,Less lethal weapons,Total: AEP
Lincolnshire,Less lethal weapons,AEP drawn,0.0,1.0,11.0,6.0,0.0,0.0,0.0,18.0,,
Lincolnshire,Less lethal weapons,AEP used,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Lincolnshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lincolnshire,Firearms,*Total Firearms,0.0,2.0,15.0,14.0,3.0,0.0,0.0,34.0,Firearms,Total: Firearms
Lincolnshire,Other,*Total Other,0.0,14.0,76.0,34.0,12.0,4.0,0.0,140.0,Other,Total: Other
Lincolnshire,Other,"Dog use, of which",0.0,2.0,20.0,8.0,0.0,0.0,0.0,30.0,Other,Total: Dog
Lincolnshire,Other,Dog deployed,0.0,2.0,14.0,5.0,0.0,0.0,0.0,21.0,Other,Dog: deployed
