Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported
Merseyside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Restraint,Limb / Body restraints,154.0,0.0,1.0,175.0,0.0,330.0
Merseyside,Restraint,Ground restraint,362.0,5.0,6.0,587.0,0.0,960.0
Merseyside,Unarmed skills,*Total Unarmed skills,1794.0,19.0,23.0,3242.0,0.0,5078.0
Merseyside,Other equipment,*Total Other equipment,302.0,4.0,6.0,699.0,0.0,1011.0
Merseyside,Other equipment,"Baton, of which",23.0,0.0,0.0,128.0,0.0,151.0
Merseyside,Other equipment,Baton drawn,14.0,0.0,0.0,81.0,0.0,95.0
Merseyside,Other equipment,Baton used,9.0,0.0,0.0,47.0,0.0,56.0
Merseyside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Other equipment,"Irritant spray, of which",175.0,4.0,5.0,441.0,0.0,625.0
Merseyside,Other equipment,Irritant spray - drawn,77.0,3.0,3.0,172.0,0.0,255.0
Merseyside,Other equipment,Irritant spray - used,98.0,1.0,2.0,269.0,0.0,370.0
Merseyside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Other equipment,Spit and bite guard,96.0,0.0,1.0,128.0,0.0,225.0
Merseyside,Other equipment,Shield,8.0,0.0,0.0,2.0,0.0,10.0
Merseyside,Less lethal weapons,*Total Less lethal weapons,113.0,0.0,5.0,225.0,0.0,343.0
Merseyside,Less lethal weapons,CED of which,110.0,0.0,5.0,223.0,0.0,338.0
Merseyside,Less lethal weapons,CED non-discharge,97.0,0.0,5.0,207.0,0.0,309.0
Merseyside,Less lethal weapons,CED discharge,13.0,0.0,0.0,16.0,0.0,29.0
Merseyside,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,2.0,0.0,5.0
Merseyside,Less lethal weapons,AEP drawn,2.0,0.0,0.0,2.0,0.0,4.0
Merseyside,Less lethal weapons,AEP used,1.0,0.0,0.0,0.0,0.0,1.0
Merseyside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Firearms,*Total Firearms,7.0,0.0,0.0,34.0,0.0,41.0
Merseyside,Other,*Total Other,87.0,1.0,4.0,171.0,0.0,263.0
Merseyside,Other,"Dog use, of which",5.0,0.0,1.0,25.0,0.0,31.0
Merseyside,Other,Dog deployed,3.0,0.0,1.0,15.0,0.0,19.0
Merseyside,Other,Dog bite,2.0,0.0,0.0,10.0,0.0,12.0
Merseyside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Other,Other / improvised,82.0,1.0,3.0,146.0,0.0,232.0
Merseyside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Merseyside,Tactical communication,Tactical communication,2080.0,19.0,33.0,3738.0,0.0,5870.0
Metropolitan,Total (excluding not reported and tactical communication),*Total Tactics,31569.0,1296.0,858.0,171412.0,0.0,205135.0
Metropolitan,Restraint,*Total Restraint,20807.0,922.0,538.0,126119.0,0.0,148386.0
Metropolitan,Restraint,"Handcuffing, of which",13744.0,784.0,382.0,107479.0,0.0,122389.0
Metropolitan,Restraint,Compliant handcuffing,6646.0,591.0,193.0,81133.0,0.0,88563.0
Metropolitan,Restraint,Non-compliant handcuffing,7098.0,193.0,189.0,26346.0,0.0,33826.0
Metropolitan,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Restraint,Limb / Body restraints,2765.0,54.0,76.0,5648.0,0.0,8543.0
Metropolitan,Restraint,Ground restraint,4298.0,84.0,80.0,12992.0,0.0,17454.0
Metropolitan,Unarmed skills,*Total Unarmed skills,6784.0,217.0,184.0,26243.0,0.0,33428.0
Metropolitan,Other equipment,*Total Other equipment,997.0,14.0,36.0,4114.0,0.0,5161.0
Metropolitan,Other equipment,"Baton, of which",169.0,4.0,5.0,1919.0,0.0,2097.0
Metropolitan,Other equipment,Baton drawn,124.0,4.0,5.0,1373.0,0.0,1506.0
Metropolitan,Other equipment,Baton used,45.0,0.0,0.0,546.0,0.0,591.0
Metropolitan,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Other equipment,"Irritant spray, of which",216.0,3.0,9.0,1167.0,0.0,1395.0
Metropolitan,Other equipment,Irritant spray - drawn,127.0,2.0,4.0,711.0,0.0,844.0
Metropolitan,Other equipment,Irritant spray - used,89.0,1.0,5.0,456.0,0.0,551.0
Metropolitan,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Other equipment,Spit and bite guard,527.0,5.0,20.0,966.0,0.0,1518.0
Metropolitan,Other equipment,Shield,85.0,2.0,2.0,62.0,0.0,151.0
Metropolitan,Less lethal weapons,*Total Less lethal weapons,1661.0,55.0,39.0,8325.0,0.0,10080.0
Metropolitan,Less lethal weapons,CED of which,1659.0,55.0,39.0,8315.0,0.0,10068.0
Metropolitan,Less lethal weapons,CED non-discharge,1398.0,50.0,28.0,7657.0,0.0,9133.0
Metropolitan,Less lethal weapons,CED discharge,261.0,5.0,11.0,658.0,0.0,935.0
Metropolitan,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,10.0,0.0,12.0
Metropolitan,Less lethal weapons,AEP drawn,2.0,0.0,0.0,8.0,0.0,10.0
Metropolitan,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0
Metropolitan,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Firearms,*Total Firearms,118.0,15.0,5.0,1559.0,0.0,1697.0
Metropolitan,Other,*Total Other,1202.0,73.0,56.0,5052.0,0.0,6383.0
Metropolitan,Other,"Dog use, of which",11.0,0.0,0.0,445.0,0.0,456.0
Metropolitan,Other,Dog deployed,7.0,0.0,0.0,328.0,0.0,335.0
Metropolitan,Other,Dog bite,4.0,0.0,0.0,117.0,0.0,121.0
Metropolitan,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Other,Other / improvised,1191.0,73.0,56.0,4607.0,0.0,5927.0
Metropolitan,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,Tactical communication,Tactical communication,7087.0,298.0,204.0,35756.0,0.0,43345.0
Norfolk,Total (excluding not reported and tactical communication),*Total Tactics,604.0,51.0,34.0,7905.0,0.0,8594.0
Norfolk,Restraint,*Total Restraint,258.0,25.0,12.0,3708.0,0.0,4003.0
Norfolk,Restraint,"Handcuffing, of which",182.0,19.0,8.0,2916.0,0.0,3125.0
Norfolk,Restraint,Compliant handcuffing,84.0,9.0,3.0,1907.0,0.0,2003.0
Norfolk,Restraint,Non-compliant handcuffing,98.0,10.0,5.0,1009.0,0.0,1122.0
Norfolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Restraint,Limb / Body restraints,40.0,3.0,3.0,365.0,0.0,411.0
Norfolk,Restraint,Ground restraint,36.0,3.0,1.0,427.0,0.0,467.0
Norfolk,Unarmed skills,*Total Unarmed skills,154.0,14.0,6.0,1913.0,0.0,2087.0
Norfolk,Other equipment,*Total Other equipment,41.0,4.0,2.0,504.0,0.0,551.0
Norfolk,Other equipment,"Baton, of which",5.0,0.0,0.0,49.0,0.0,54.0
Norfolk,Other equipment,Baton drawn,4.0,0.0,0.0,29.0,0.0,33.0
Norfolk,Other equipment,Baton used,1.0,0.0,0.0,20.0,0.0,21.0
Norfolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other equipment,"Irritant spray, of which",22.0,3.0,0.0,366.0,0.0,391.0
Norfolk,Other equipment,Irritant spray - drawn,11.0,1.0,0.0,129.0,0.0,141.0
Norfolk,Other equipment,Irritant spray - used,11.0,2.0,0.0,237.0,0.0,250.0
Norfolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other equipment,Spit and bite guard,10.0,1.0,2.0,76.0,0.0,89.0
Norfolk,Other equipment,Shield,4.0,0.0,0.0,13.0,0.0,17.0
Norfolk,Less lethal weapons,*Total Less lethal weapons,61.0,1.0,2.0,549.0,0.0,613.0
Norfolk,Less lethal weapons,CED of which,58.0,1.0,2.0,527.0,0.0,588.0
Norfolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:
Norfolk,Less lethal weapons,CED discharge,:,:,:,:,:,:
Norfolk,Less lethal weapons,CED not stated,58.0,1.0,2.0,527.0,0.0,588.0
Norfolk,Less lethal weapons,"AEP, of which",3.0,0.0,0.0,22.0,0.0,25.0
Norfolk,Less lethal weapons,AEP drawn,1.0,0.0,0.0,22.0,0.0,23.0
Norfolk,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,2.0
Norfolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Firearms,*Total Firearms,0.0,1.0,0.0,10.0,0.0,11.0
Norfolk,Other,*Total Other,90.0,6.0,12.0,1221.0,0.0,1329.0
Norfolk,Other,"Dog use, of which",0.0,0.0,0.0,23.0,0.0,23.0
Norfolk,Other,Dog deployed,0.0,0.0,0.0,20.0,0.0,20.0
Norfolk,Other,Dog bite,0.0,0.0,0.0,3.0,0.0,3.0
Norfolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk,Other,Other / improvised,90.0,6.0,12.0,1198.0,0.0,1306.0
Norfolk,Not reported,*Total Not reported,0.0,0.0,0.0,163.0,0.0,163.0
Norfolk,Tactical communication,Tactical communication,220.0,16.0,18.0,3418.0,0.0,3672.0
North Wales,Total (excluding not reported and tactical communication),*Total Tactics,369.0,0.0,0.0,1992.0,0.0,2361.0
North Wales,Restraint,*Total Restraint,171.0,0.0,0.0,856.0,0.0,1027.0
North Wales,Restraint,"Handcuffing, of which",156.0,0.0,0.0,797.0,0.0,953.0
North Wales,Restraint,Compliant handcuffing,19.0,0.0,0.0,181.0,0.0,200.0
North Wales,Restraint,Non-compliant handcuffing,137.0,0.0,0.0,616.0,0.0,753.0
North Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Restraint,Limb / Body restraints,2.0,0.0,0.0,22.0,0.0,24.0
North Wales,Restraint,Ground restraint,13.0,0.0,0.0,37.0,0.0,50.0
North Wales,Unarmed skills,*Total Unarmed skills,54.0,0.0,0.0,283.0,0.0,337.0
North Wales,Other equipment,*Total Other equipment,31.0,0.0,0.0,189.0,0.0,220.0
North Wales,Other equipment,"Baton, of which",1.0,0.0,0.0,12.0,0.0,13.0
North Wales,Other equipment,Baton drawn,0.0,0.0,0.0,1.0,0.0,1.0
North Wales,Other equipment,Baton used,1.0,0.0,0.0,11.0,0.0,12.0
North Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other equipment,"Irritant spray, of which",29.0,0.0,0.0,170.0,0.0,199.0
North Wales,Other equipment,Irritant spray - drawn,5.0,0.0,0.0,24.0,0.0,29.0
North Wales,Other equipment,Irritant spray - used,24.0,0.0,0.0,146.0,0.0,170.0
North Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other equipment,Spit and bite guard,1.0,0.0,0.0,6.0,0.0,7.0
North Wales,Other equipment,Shield,0.0,0.0,0.0,1.0,0.0,1.0
North Wales,Less lethal weapons,*Total Less lethal weapons,38.0,0.0,0.0,131.0,0.0,169.0
North Wales,Less lethal weapons,CED of which,38.0,0.0,0.0,131.0,0.0,169.0
North Wales,Less lethal weapons,CED non-discharge,34.0,0.0,0.0,117.0,0.0,151.0
North Wales,Less lethal weapons,CED discharge,4.0,0.0,0.0,14.0,0.0,18.0
North Wales,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Firearms,*Total Firearms,4.0,0.0,0.0,3.0,0.0,7.0
North Wales,Other,*Total Other,71.0,0.0,0.0,530.0,0.0,601.0
North Wales,Other,"Dog use, of which",0.0,0.0,0.0,2.0,0.0,2.0
North Wales,Other,Dog deployed,0.0,0.0,0.0,2.0,0.0,2.0
North Wales,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Other,Other / improvised,71.0,0.0,0.0,528.0,0.0,599.0
North Wales,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
North Wales,Tactical communication,Tactical communication,31.0,0.0,0.0,139.0,0.0,170.0
North Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,242.0,15.0,16.0,5319.0,0.0,5592.0
North Yorkshire,Restraint,*Total Restraint,134.0,8.0,7.0,3140.0,0.0,3289.0
North Yorkshire,Restraint,"Handcuffing, of which",86.0,5.0,4.0,2251.0,0.0,2346.0
North Yorkshire,Restraint,Compliant handcuffing,35.0,3.0,1.0,1324.0,0.0,1363.0
North Yorkshire,Restraint,Non-compliant handcuffing,51.0,2.0,3.0,927.0,0.0,983.0
North Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Restraint,Limb / Body restraints,14.0,1.0,2.0,163.0,0.0,180.0
North Yorkshire,Restraint,Ground restraint,34.0,2.0,1.0,726.0,0.0,763.0
North Yorkshire,Unarmed skills,*Total Unarmed skills,81.0,6.0,5.0,1499.0,0.0,1591.0
North Yorkshire,Other equipment,*Total Other equipment,12.0,1.0,2.0,310.0,0.0,325.0
North Yorkshire,Other equipment,"Baton, of which",3.0,0.0,1.0,41.0,0.0,45.0
North Yorkshire,Other equipment,Baton drawn,1.0,0.0,1.0,24.0,0.0,26.0
North Yorkshire,Other equipment,Baton used,2.0,0.0,0.0,17.0,0.0,19.0
North Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,"Irritant spray, of which",6.0,1.0,1.0,215.0,0.0,223.0
North Yorkshire,Other equipment,Irritant spray - drawn,1.0,0.0,0.0,90.0,0.0,91.0
North Yorkshire,Other equipment,Irritant spray - used,5.0,1.0,1.0,125.0,0.0,132.0
North Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other equipment,Spit and bite guard,3.0,0.0,0.0,49.0,0.0,52.0
North Yorkshire,Other equipment,Shield,0.0,0.0,0.0,5.0,0.0,5.0
North Yorkshire,Less lethal weapons,*Total Less lethal weapons,8.0,0.0,1.0,219.0,0.0,228.0
North Yorkshire,Less lethal weapons,CED of which,8.0,0.0,1.0,205.0,0.0,214.0
North Yorkshire,Less lethal weapons,CED non-discharge,8.0,0.0,1.0,172.0,0.0,181.0
North Yorkshire,Less lethal weapons,CED discharge,0.0,0.0,0.0,33.0,0.0,33.0
North Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,14.0,0.0,14.0
North Yorkshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,2.0,0.0,2.0
North Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,12.0,0.0,12.0
North Yorkshire,Firearms,*Total Firearms,0.0,0.0,0.0,26.0,0.0,26.0
North Yorkshire,Other,*Total Other,7.0,0.0,1.0,125.0,0.0,133.0
North Yorkshire,Other,"Dog use, of which",0.0,0.0,0.0,12.0,0.0,12.0
North Yorkshire,Other,Dog deployed,0.0,0.0,0.0,8.0,0.0,8.0
North Yorkshire,Other,Dog bite,0.0,0.0,0.0,4.0,0.0,4.0
North Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Other,Other / improvised,7.0,0.0,1.0,113.0,0.0,121.0
North Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
North Yorkshire,Tactical communication,Tactical communication,107.0,7.0,7.0,2117.0,0.0,2238.0
Northamptonshire,Total (excluding not reported and tactical communication),*Total Tactics,1273.0,73.0,39.0,8543.0,0.0,9928.0
Northamptonshire,Restraint,*Total Restraint,574.0,36.0,23.0,4368.0,0.0,5001.0
Northamptonshire,Restraint,"Handcuffing, of which",428.0,30.0,19.0,3775.0,0.0,4252.0
Northamptonshire,Restraint,Compliant handcuffing,148.0,18.0,12.0,2544.0,0.0,2722.0
Northamptonshire,Restraint,Non-compliant handcuffing,280.0,12.0,7.0,1231.0,0.0,1530.0
Northamptonshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Restraint,Limb / Body restraints,104.0,4.0,4.0,328.0,0.0,440.0
Northamptonshire,Restraint,Ground restraint,42.0,2.0,0.0,265.0,0.0,309.0
Northamptonshire,Unarmed skills,*Total Unarmed skills,449.0,21.0,9.0,2326.0,0.0,2805.0
Northamptonshire,Other equipment,*Total Other equipment,70.0,3.0,1.0,610.0,0.0,684.0
Northamptonshire,Other equipment,"Baton, of which",9.0,1.0,0.0,92.0,0.0,102.0
Northamptonshire,Other equipment,Baton drawn,6.0,0.0,0.0,55.0,0.0,61.0
Northamptonshire,Other equipment,Baton used,3.0,1.0,0.0,37.0,0.0,41.0
Northamptonshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,"Irritant spray, of which",33.0,1.0,0.0,409.0,0.0,443.0
Northamptonshire,Other equipment,Irritant spray - drawn,19.0,1.0,0.0,204.0,0.0,224.0
Northamptonshire,Other equipment,Irritant spray - used,14.0,0.0,0.0,205.0,0.0,219.0
Northamptonshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other equipment,Spit and bite guard,12.0,1.0,1.0,107.0,0.0,121.0
Northamptonshire,Other equipment,Shield,16.0,0.0,0.0,2.0,0.0,18.0
Northamptonshire,Less lethal weapons,*Total Less lethal weapons,63.0,3.0,3.0,499.0,0.0,568.0
Northamptonshire,Less lethal weapons,CED of which,62.0,3.0,3.0,487.0,0.0,555.0
Northamptonshire,Less lethal weapons,CED non-discharge,60.0,3.0,2.0,461.0,0.0,526.0
Northamptonshire,Less lethal weapons,CED discharge,2.0,0.0,1.0,22.0,0.0,25.0
Northamptonshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,4.0,0.0,4.0
Northamptonshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,12.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,12.0,0.0,13.0
Northamptonshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Firearms,*Total Firearms,2.0,0.0,0.0,58.0,0.0,60.0
Northamptonshire,Other,*Total Other,115.0,10.0,3.0,682.0,0.0,810.0
Northamptonshire,Other,"Dog use, of which",2.0,0.0,1.0,76.0,0.0,79.0
Northamptonshire,Other,Dog deployed,2.0,0.0,1.0,69.0,0.0,72.0
Northamptonshire,Other,Dog bite,0.0,0.0,0.0,7.0,0.0,7.0
Northamptonshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Other,Other / improvised,113.0,10.0,2.0,606.0,0.0,731.0
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Northamptonshire,Tactical communication,Tactical communication,471.0,24.0,13.0,2537.0,0.0,3045.0
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,1088.0,113.0,45.0,25591.0,0.0,26837.0
Northumbria,Restraint,*Total Restraint,733.0,85.0,31.0,18831.0,0.0,19680.0
Northumbria,Restraint,"Handcuffing, of which",514.0,74.0,26.0,14559.0,0.0,15173.0
Northumbria,Restraint,Compliant handcuffing,292.0,46.0,18.0,10501.0,0.0,10857.0
Northumbria,Restraint,Non-compliant handcuffing,222.0,28.0,8.0,4058.0,0.0,4316.0
Northumbria,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Restraint,Limb / Body restraints,45.0,4.0,1.0,479.0,0.0,529.0
Northumbria,Restraint,Ground restraint,174.0,7.0,4.0,3793.0,0.0,3978.0
Northumbria,Unarmed skills,*Total Unarmed skills,247.0,22.0,10.0,4868.0,0.0,5147.0
Northumbria,Other equipment,*Total Other equipment,48.0,1.0,3.0,798.0,0.0,850.0
Northumbria,Other equipment,"Baton, of which",4.0,0.0,0.0,129.0,0.0,133.0
Northumbria,Other equipment,Baton drawn,3.0,0.0,0.0,94.0,0.0,97.0
Northumbria,Other equipment,Baton used,1.0,0.0,0.0,35.0,0.0,36.0
Northumbria,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,"Irritant spray, of which",10.0,0.0,0.0,269.0,0.0,279.0
Northumbria,Other equipment,Irritant spray - drawn,5.0,0.0,0.0,129.0,0.0,134.0
Northumbria,Other equipment,Irritant spray - used,5.0,0.0,0.0,140.0,0.0,145.0
Northumbria,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other equipment,Spit and bite guard,30.0,0.0,3.0,377.0,0.0,410.0
Northumbria,Other equipment,Shield,4.0,1.0,0.0,23.0,0.0,28.0
Northumbria,Less lethal weapons,*Total Less lethal weapons,27.0,1.0,0.0,352.0,0.0,380.0
Northumbria,Less lethal weapons,CED of which,25.0,1.0,0.0,317.0,0.0,343.0
Northumbria,Less lethal weapons,CED non-discharge,23.0,1.0,0.0,268.0,0.0,292.0
Northumbria,Less lethal weapons,CED discharge,2.0,0.0,0.0,49.0,0.0,51.0
Northumbria,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,35.0,0.0,37.0
Northumbria,Less lethal weapons,AEP drawn,2.0,0.0,0.0,35.0,0.0,37.0
Northumbria,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Firearms,*Total Firearms,6.0,0.0,0.0,120.0,0.0,126.0
Northumbria,Other,*Total Other,27.0,4.0,1.0,622.0,0.0,654.0
Northumbria,Other,"Dog use, of which",1.0,0.0,0.0,118.0,0.0,119.0
Northumbria,Other,Dog deployed,1.0,0.0,0.0,103.0,0.0,104.0
Northumbria,Other,Dog bite,0.0,0.0,0.0,15.0,0.0,15.0
Northumbria,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Other,Other / improvised,26.0,4.0,1.0,504.0,0.0,535.0
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Northumbria,Tactical communication,Tactical communication,523.0,74.0,29.0,15049.0,0.0,15675.0
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,908.0,50.0,34.0,8807.0,0.0,9799.0
Nottinghamshire,Restraint,*Total Restraint,432.0,27.0,13.0,5125.0,0.0,5597.0
Nottinghamshire,Restraint,"Handcuffing, of which",363.0,24.0,11.0,4871.0,0.0,5269.0
Nottinghamshire,Restraint,Compliant handcuffing,122.0,10.0,2.0,2887.0,0.0,3021.0
Nottinghamshire,Restraint,Non-compliant handcuffing,241.0,14.0,9.0,1984.0,0.0,2248.0
Nottinghamshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Restraint,Limb / Body restraints,69.0,3.0,2.0,254.0,0.0,328.0
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Unarmed skills,*Total Unarmed skills,271.0,13.0,7.0,2206.0,0.0,2497.0
Nottinghamshire,Other equipment,*Total Other equipment,45.0,0.0,5.0,311.0,0.0,361.0
Nottinghamshire,Other equipment,"Baton, of which",6.0,0.0,2.0,88.0,0.0,96.0
Nottinghamshire,Other equipment,Baton drawn,3.0,0.0,2.0,52.0,0.0,57.0
Nottinghamshire,Other equipment,Baton used,3.0,0.0,0.0,36.0,0.0,39.0
Nottinghamshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,"Irritant spray, of which",19.0,0.0,3.0,141.0,0.0,163.0
Nottinghamshire,Other equipment,Irritant spray - drawn,9.0,0.0,1.0,62.0,0.0,72.0
Nottinghamshire,Other equipment,Irritant spray - used,10.0,0.0,2.0,79.0,0.0,91.0
Nottinghamshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other equipment,Spit and bite guard,16.0,0.0,0.0,75.0,0.0,91.0
Nottinghamshire,Other equipment,Shield,4.0,0.0,0.0,7.0,0.0,11.0
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,66.0,1.0,3.0,321.0,0.0,391.0
Nottinghamshire,Less lethal weapons,CED of which,64.0,1.0,3.0,320.0,0.0,388.0
Nottinghamshire,Less lethal weapons,CED non-discharge,59.0,1.0,3.0,283.0,0.0,346.0
Nottinghamshire,Less lethal weapons,CED discharge,5.0,0.0,0.0,37.0,0.0,42.0
Nottinghamshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,1.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP drawn,2.0,0.0,0.0,1.0,0.0,3.0
Nottinghamshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Firearms,*Total Firearms,1.0,0.0,0.0,3.0,0.0,4.0
Nottinghamshire,Other,*Total Other,93.0,9.0,6.0,841.0,0.0,949.0
Nottinghamshire,Other,"Dog use, of which",1.0,0.0,2.0,63.0,0.0,66.0
Nottinghamshire,Other,Dog deployed,1.0,0.0,1.0,35.0,0.0,37.0
Nottinghamshire,Other,Dog bite,0.0,0.0,1.0,28.0,0.0,29.0
Nottinghamshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Other,Other / improvised,92.0,9.0,4.0,778.0,0.0,883.0
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Nottinghamshire,Tactical communication,Tactical communication,386.0,26.0,12.0,3063.0,0.0,3487.0
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,1262.0,206.0,60.0,25290.0,0.0,26818.0
South Wales,Restraint,*Total Restraint,776.0,128.0,40.0,17447.0,0.0,18391.0
South Wales,Restraint,"Handcuffing, of which",546.0,116.0,30.0,14617.0,0.0,15309.0
South Wales,Restraint,Compliant handcuffing,267.0,79.0,18.0,10150.0,0.0,10514.0
South Wales,Restraint,Non-compliant handcuffing,279.0,37.0,12.0,4467.0,0.0,4795.0
South Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
