Tactic,Police Force,Force type - Output,Tactic - Output,ethnicity,count
"Dog use, of which",Northamptonshire,Other,Total: Dog,Other,3.0
Dog deployed,Northamptonshire,Other,Dog: deployed,Other,3.0
Dog bite,Northamptonshire,Other,Dog: bite,Other,0.0
Dog not stated,Northamptonshire,,,Other,0.0
Other / improvised,Northamptonshire,Other,Other / improvised,Other,7.0
*Total Not reported,Northamptonshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,Northamptonshire,Excluded: Tactical Communication,Tactical Communication,Other,21.0
*Total Tactics,Northumbria,Total,Total: all,Other,155.0
*Total Restraint,Northumbria,Restraint,Total: Restraint,Other,124.0
"Handcuffing, of which",Northumbria,Restraint,Total: Handcuffing,Other,98.0
Compliant handcuffing,Northumbria,Restraint,Handcuffing: compliant,Other,72.0
Non-compliant handcuffing,Northumbria,Restraint,Handcuffing: non-compliant,Other,26.0
Handcuffing not stated,Northumbria,,,Other,0.0
Limb / Body restraints,Northumbria,Restraint,Limb / body restraints,Other,5.0
Ground restraint,Northumbria,Restraint,Ground restraint,Other,21.0
*Total Unarmed skills,Northumbria,Unarmed skills,Total: unarmed skills,Other,21.0
*Total Other equipment,Northumbria,Other equipment,Total: Other equipment,Other,3.0
"Baton, of which",Northumbria,Other equipment,Total: Baton,Other,0.0
Baton drawn,Northumbria,Other equipment,Baton: drawn,Other,0.0
Baton used,Northumbria,Other equipment,Baton: used,Other,0.0
Baton not stated,Northumbria,,,Other,0.0
"Irritant spray, of which",Northumbria,Other equipment,Total: Irritant spray,Other,1.0
Irritant spray - drawn,Northumbria,Other equipment,Irritant spray: drawn,Other,1.0
Irritant spray - used,Northumbria,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,Northumbria,,,Other,0.0
Spit and bite guard,Northumbria,Other equipment,Spit and bite guard,Other,2.0
Shield,Northumbria,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Northumbria,Less lethal weapons,Total: Less lethal weapons,Other,3.0
CED of which,Northumbria,,,Other,2.0
CED non-discharge,Northumbria,,,Other,1.0
CED discharge,Northumbria,,,Other,1.0
CED not stated,Northumbria,,,Other,0.0
"AEP, of which",Northumbria,Less lethal weapons,Total: AEP,Other,1.0
AEP drawn,Northumbria,,,Other,1.0
AEP used,Northumbria,,,Other,0.0
AEP not stated,Northumbria,,,Other,0.0
*Total Firearms,Northumbria,Firearms,Total: Firearms,Other,1.0
*Total Other,Northumbria,Other,Total: Other,Other,3.0
"Dog use, of which",Northumbria,Other,Total: Dog,Other,0.0
Dog deployed,Northumbria,Other,Dog: deployed,Other,0.0
Dog bite,Northumbria,Other,Dog: bite,Other,0.0
Dog not stated,Northumbria,,,Other,0.0
Other / improvised,Northumbria,Other,Other / improvised,Other,3.0
*Total Not reported,Northumbria,Not reported,Total: Not reported,Other,0.0
Tactical communication,Northumbria,Excluded: Tactical Communication,Tactical Communication,Other,97.0
*Total Tactics,Nottinghamshire,Total,Total: all,Other,146.0
*Total Restraint,Nottinghamshire,Restraint,Total: Restraint,Other,90.0
"Handcuffing, of which",Nottinghamshire,Restraint,Total: Handcuffing,Other,88.0
Compliant handcuffing,Nottinghamshire,Restraint,Handcuffing: compliant,Other,55.0
Non-compliant handcuffing,Nottinghamshire,Restraint,Handcuffing: non-compliant,Other,33.0
Handcuffing not stated,Nottinghamshire,,,Other,0.0
Limb / Body restraints,Nottinghamshire,Restraint,Limb / body restraints,Other,2.0
Ground restraint,Nottinghamshire,Restraint,Ground restraint,Other,0.0
*Total Unarmed skills,Nottinghamshire,Unarmed skills,Total: unarmed skills,Other,37.0
*Total Other equipment,Nottinghamshire,Other equipment,Total: Other equipment,Other,4.0
"Baton, of which",Nottinghamshire,Other equipment,Total: Baton,Other,2.0
Baton drawn,Nottinghamshire,Other equipment,Baton: drawn,Other,1.0
Baton used,Nottinghamshire,Other equipment,Baton: used,Other,1.0
Baton not stated,Nottinghamshire,,,Other,0.0
"Irritant spray, of which",Nottinghamshire,Other equipment,Total: Irritant spray,Other,1.0
Irritant spray - drawn,Nottinghamshire,Other equipment,Irritant spray: drawn,Other,0.0
Irritant spray - used,Nottinghamshire,Other equipment,Irritant spray: used,Other,1.0
Irritant spray not stated,Nottinghamshire,,,Other,0.0
Spit and bite guard,Nottinghamshire,Other equipment,Spit and bite guard,Other,1.0
Shield,Nottinghamshire,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Nottinghamshire,Less lethal weapons,Total: Less lethal weapons,Other,3.0
CED of which,Nottinghamshire,,,Other,3.0
CED non-discharge,Nottinghamshire,,,Other,2.0
CED discharge,Nottinghamshire,,,Other,1.0
CED not stated,Nottinghamshire,,,Other,0.0
"AEP, of which",Nottinghamshire,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Nottinghamshire,,,Other,0.0
AEP used,Nottinghamshire,,,Other,0.0
AEP not stated,Nottinghamshire,,,Other,0.0
*Total Firearms,Nottinghamshire,Firearms,Total: Firearms,Other,0.0
*Total Other,Nottinghamshire,Other,Total: Other,Other,12.0
"Dog use, of which",Nottinghamshire,Other,Total: Dog,Other,0.0
Dog deployed,Nottinghamshire,Other,Dog: deployed,Other,0.0
Dog bite,Nottinghamshire,Other,Dog: bite,Other,0.0
Dog not stated,Nottinghamshire,,,Other,0.0
Other / improvised,Nottinghamshire,Other,Other / improvised,Other,12.0
*Total Not reported,Nottinghamshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,Nottinghamshire,Excluded: Tactical Communication,Tactical Communication,Other,57.0
*Total Tactics,South Wales,Total,Total: all,Other,213.0
*Total Restraint,South Wales,Restraint,Total: Restraint,Other,158.0
"Handcuffing, of which",South Wales,Restraint,Total: Handcuffing,Other,149.0
Compliant handcuffing,South Wales,Restraint,Handcuffing: compliant,Other,118.0
Non-compliant handcuffing,South Wales,Restraint,Handcuffing: non-compliant,Other,31.0
Handcuffing not stated,South Wales,,,Other,0.0
Limb / Body restraints,South Wales,Restraint,Limb / body restraints,Other,1.0
Ground restraint,South Wales,Restraint,Ground restraint,Other,8.0
*Total Unarmed skills,South Wales,Unarmed skills,Total: unarmed skills,Other,35.0
*Total Other equipment,South Wales,Other equipment,Total: Other equipment,Other,0.0
"Baton, of which",South Wales,Other equipment,Total: Baton,Other,0.0
Baton drawn,South Wales,Other equipment,Baton: drawn,Other,0.0
Baton used,South Wales,Other equipment,Baton: used,Other,0.0
Baton not stated,South Wales,,,Other,0.0
"Irritant spray, of which",South Wales,Other equipment,Total: Irritant spray,Other,0.0
Irritant spray - drawn,South Wales,Other equipment,Irritant spray: drawn,Other,0.0
Irritant spray - used,South Wales,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,South Wales,,,Other,0.0
Spit and bite guard,South Wales,Other equipment,Spit and bite guard,Other,0.0
Shield,South Wales,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,South Wales,Less lethal weapons,Total: Less lethal weapons,Other,11.0
CED of which,South Wales,,,Other,11.0
CED non-discharge,South Wales,,,Other,7.0
CED discharge,South Wales,,,Other,1.0
CED not stated,South Wales,,,Other,3.0
"AEP, of which",South Wales,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,South Wales,,,Other,0.0
AEP used,South Wales,,,Other,0.0
AEP not stated,South Wales,,,Other,0.0
*Total Firearms,South Wales,Firearms,Total: Firearms,Other,2.0
*Total Other,South Wales,Other,Total: Other,Other,7.0
"Dog use, of which",South Wales,Other,Total: Dog,Other,0.0
Dog deployed,South Wales,Other,Dog: deployed,Other,0.0
Dog bite,South Wales,Other,Dog: bite,Other,0.0
Dog not stated,South Wales,,,Other,0.0
Other / improvised,South Wales,Other,Other / improvised,Other,7.0
*Total Not reported,South Wales,Not reported,Total: Not reported,Other,0.0
Tactical communication,South Wales,Excluded: Tactical Communication,Tactical Communication,Other,78.0
*Total Tactics,South Yorkshire,Total,Total: all,Other,203.0
*Total Restraint,South Yorkshire,Restraint,Total: Restraint,Other,77.0
"Handcuffing, of which",South Yorkshire,Restraint,Total: Handcuffing,Other,61.0
Compliant handcuffing,South Yorkshire,Restraint,Handcuffing: compliant,Other,28.0
Non-compliant handcuffing,South Yorkshire,Restraint,Handcuffing: non-compliant,Other,33.0
Handcuffing not stated,South Yorkshire,,,Other,0.0
Limb / Body restraints,South Yorkshire,Restraint,Limb / body restraints,Other,1.0
Ground restraint,South Yorkshire,Restraint,Ground restraint,Other,15.0
*Total Unarmed skills,South Yorkshire,Unarmed skills,Total: unarmed skills,Other,84.0
*Total Other equipment,South Yorkshire,Other equipment,Total: Other equipment,Other,20.0
"Baton, of which",South Yorkshire,Other equipment,Total: Baton,Other,8.0
Baton drawn,South Yorkshire,Other equipment,Baton: drawn,Other,8.0
Baton used,South Yorkshire,Other equipment,Baton: used,Other,0.0
Baton not stated,South Yorkshire,,,Other,0.0
"Irritant spray, of which",South Yorkshire,Other equipment,Total: Irritant spray,Other,11.0
Irritant spray - drawn,South Yorkshire,Other equipment,Irritant spray: drawn,Other,3.0
Irritant spray - used,South Yorkshire,Other equipment,Irritant spray: used,Other,8.0
Irritant spray not stated,South Yorkshire,,,Other,0.0
Spit and bite guard,South Yorkshire,Other equipment,Spit and bite guard,Other,1.0
Shield,South Yorkshire,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,South Yorkshire,Less lethal weapons,Total: Less lethal weapons,Other,8.0
CED of which,South Yorkshire,,,Other,8.0
CED non-discharge,South Yorkshire,,,Other,7.0
CED discharge,South Yorkshire,,,Other,1.0
CED not stated,South Yorkshire,,,Other,0.0
"AEP, of which",South Yorkshire,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,South Yorkshire,,,Other,0.0
AEP used,South Yorkshire,,,Other,0.0
AEP not stated,South Yorkshire,,,Other,0.0
*Total Firearms,South Yorkshire,Firearms,Total: Firearms,Other,3.0
*Total Other,South Yorkshire,Other,Total: Other,Other,11.0
"Dog use, of which",South Yorkshire,Other,Total: Dog,Other,3.0
Dog deployed,South Yorkshire,Other,Dog: deployed,Other,2.0
Dog bite,South Yorkshire,Other,Dog: bite,Other,1.0
Dog not stated,South Yorkshire,,,Other,0.0
Other / improvised,South Yorkshire,Other,Other / improvised,Other,8.0
*Total Not reported,South Yorkshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,South Yorkshire,Excluded: Tactical Communication,Tactical Communication,Other,86.0
*Total Tactics,Staffordshire,Total,Total: all,Other,80.0
*Total Restraint,Staffordshire,Restraint,Total: Restraint,Other,26.0
"Handcuffing, of which",Staffordshire,Restraint,Total: Handcuffing,Other,13.0
Compliant handcuffing,Staffordshire,Restraint,Handcuffing: compliant,Other,:
Non-compliant handcuffing,Staffordshire,Restraint,Handcuffing: non-compliant,Other,:
Handcuffing not stated,Staffordshire,,,Other,13.0
Limb / Body restraints,Staffordshire,Restraint,Limb / body restraints,Other,2.0
Ground restraint,Staffordshire,Restraint,Ground restraint,Other,11.0
*Total Unarmed skills,Staffordshire,Unarmed skills,Total: unarmed skills,Other,34.0
*Total Other equipment,Staffordshire,Other equipment,Total: Other equipment,Other,10.0
"Baton, of which",Staffordshire,Other equipment,Total: Baton,Other,3.0
Baton drawn,Staffordshire,Other equipment,Baton: drawn,Other,3.0
Baton used,Staffordshire,Other equipment,Baton: used,Other,0.0
Baton not stated,Staffordshire,,,Other,0.0
"Irritant spray, of which",Staffordshire,Other equipment,Total: Irritant spray,Other,7.0
Irritant spray - drawn,Staffordshire,Other equipment,Irritant spray: drawn,Other,3.0
Irritant spray - used,Staffordshire,Other equipment,Irritant spray: used,Other,4.0
Irritant spray not stated,Staffordshire,,,Other,0.0
Spit and bite guard,Staffordshire,Other equipment,Spit and bite guard,Other,0.0
Shield,Staffordshire,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Staffordshire,Less lethal weapons,Total: Less lethal weapons,Other,3.0
CED of which,Staffordshire,,,Other,3.0
CED non-discharge,Staffordshire,,,Other,1.0
CED discharge,Staffordshire,,,Other,2.0
CED not stated,Staffordshire,,,Other,0.0
"AEP, of which",Staffordshire,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Staffordshire,,,Other,0.0
AEP used,Staffordshire,,,Other,0.0
AEP not stated,Staffordshire,,,Other,0.0
*Total Firearms,Staffordshire,Firearms,Total: Firearms,Other,0.0
*Total Other,Staffordshire,Other,Total: Other,Other,7.0
"Dog use, of which",Staffordshire,Other,Total: Dog,Other,3.0
Dog deployed,Staffordshire,Other,Dog: deployed,Other,2.0
Dog bite,Staffordshire,Other,Dog: bite,Other,1.0
Dog not stated,Staffordshire,,,Other,0.0
Other / improvised,Staffordshire,Other,Other / improvised,Other,4.0
*Total Not reported,Staffordshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,Staffordshire,Excluded: Tactical Communication,Tactical Communication,Other,29.0
*Total Tactics,Suffolk,Total,Total: all,Other,17.0
*Total Restraint,Suffolk,Restraint,Total: Restraint,Other,10.0
"Handcuffing, of which",Suffolk,Restraint,Total: Handcuffing,Other,9.0
Compliant handcuffing,Suffolk,Restraint,Handcuffing: compliant,Other,6.0
Non-compliant handcuffing,Suffolk,Restraint,Handcuffing: non-compliant,Other,3.0
Handcuffing not stated,Suffolk,,,Other,0.0
Limb / Body restraints,Suffolk,Restraint,Limb / body restraints,Other,0.0
Ground restraint,Suffolk,Restraint,Ground restraint,Other,1.0
*Total Unarmed skills,Suffolk,Unarmed skills,Total: unarmed skills,Other,2.0
*Total Other equipment,Suffolk,Other equipment,Total: Other equipment,Other,4.0
"Baton, of which",Suffolk,Other equipment,Total: Baton,Other,1.0
Baton drawn,Suffolk,Other equipment,Baton: drawn,Other,0.0
Baton used,Suffolk,Other equipment,Baton: used,Other,1.0
Baton not stated,Suffolk,,,Other,0.0
"Irritant spray, of which",Suffolk,Other equipment,Total: Irritant spray,Other,3.0
Irritant spray - drawn,Suffolk,Other equipment,Irritant spray: drawn,Other,1.0
Irritant spray - used,Suffolk,Other equipment,Irritant spray: used,Other,2.0
Irritant spray not stated,Suffolk,,,Other,0.0
Spit and bite guard,Suffolk,Other equipment,Spit and bite guard,Other,0.0
Shield,Suffolk,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Suffolk,Less lethal weapons,Total: Less lethal weapons,Other,0.0
CED of which,Suffolk,,,Other,0.0
CED non-discharge,Suffolk,,,Other,:
CED discharge,Suffolk,,,Other,:
CED not stated,Suffolk,,,Other,0.0
"AEP, of which",Suffolk,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Suffolk,,,Other,0.0
AEP used,Suffolk,,,Other,0.0
AEP not stated,Suffolk,,,Other,0.0
*Total Firearms,Suffolk,Firearms,Total: Firearms,Other,0.0
*Total Other,Suffolk,Other,Total: Other,Other,1.0
"Dog use, of which",Suffolk,Other,Total: Dog,Other,0.0
Dog deployed,Suffolk,Other,Dog: deployed,Other,0.0
Dog bite,Suffolk,Other,Dog: bite,Other,0.0
Dog not stated,Suffolk,,,Other,0.0
Other / improvised,Suffolk,Other,Other / improvised,Other,1.0
*Total Not reported,Suffolk,Not reported,Total: Not reported,Other,0.0
Tactical communication,Suffolk,Excluded: Tactical Communication,Tactical Communication,Other,5.0
*Total Tactics,Surrey,Total,Total: all,Other,114.0
*Total Restraint,Surrey,Restraint,Total: Restraint,Other,68.0
"Handcuffing, of which",Surrey,Restraint,Total: Handcuffing,Other,57.0
Compliant handcuffing,Surrey,Restraint,Handcuffing: compliant,Other,38.0
Non-compliant handcuffing,Surrey,Restraint,Handcuffing: non-compliant,Other,19.0
Handcuffing not stated,Surrey,,,Other,0.0
Limb / Body restraints,Surrey,Restraint,Limb / body restraints,Other,7.0
Ground restraint,Surrey,Restraint,Ground restraint,Other,4.0
*Total Unarmed skills,Surrey,Unarmed skills,Total: unarmed skills,Other,23.0
*Total Other equipment,Surrey,Other equipment,Total: Other equipment,Other,2.0
"Baton, of which",Surrey,Other equipment,Total: Baton,Other,0.0
Baton drawn,Surrey,Other equipment,Baton: drawn,Other,0.0
Baton used,Surrey,Other equipment,Baton: used,Other,0.0
Baton not stated,Surrey,,,Other,0.0
"Irritant spray, of which",Surrey,Other equipment,Total: Irritant spray,Other,1.0
Irritant spray - drawn,Surrey,Other equipment,Irritant spray: drawn,Other,1.0
Irritant spray - used,Surrey,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,Surrey,,,Other,0.0
Spit and bite guard,Surrey,Other equipment,Spit and bite guard,Other,1.0
Shield,Surrey,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Surrey,Less lethal weapons,Total: Less lethal weapons,Other,8.0
CED of which,Surrey,,,Other,8.0
CED non-discharge,Surrey,,,Other,8.0
CED discharge,Surrey,,,Other,0.0
CED not stated,Surrey,,,Other,0.0
"AEP, of which",Surrey,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Surrey,,,Other,0.0
AEP used,Surrey,,,Other,0.0
AEP not stated,Surrey,,,Other,0.0
*Total Firearms,Surrey,Firearms,Total: Firearms,Other,6.0
*Total Other,Surrey,Other,Total: Other,Other,7.0
"Dog use, of which",Surrey,Other,Total: Dog,Other,0.0
Dog deployed,Surrey,Other,Dog: deployed,Other,0.0
Dog bite,Surrey,Other,Dog: bite,Other,0.0
Dog not stated,Surrey,,,Other,0.0
Other / improvised,Surrey,Other,Other / improvised,Other,7.0
*Total Not reported,Surrey,Not reported,Total: Not reported,Other,0.0
Tactical communication,Surrey,Excluded: Tactical Communication,Tactical Communication,Other,42.0
*Total Tactics,Sussex,Total,Total: all,Other,208.0
*Total Restraint,Sussex,Restraint,Total: Restraint,Other,131.0
"Handcuffing, of which",Sussex,Restraint,Total: Handcuffing,Other,120.0
Compliant handcuffing,Sussex,Restraint,Handcuffing: compliant,Other,:
Non-compliant handcuffing,Sussex,Restraint,Handcuffing: non-compliant,Other,:
Handcuffing not stated,Sussex,,,Other,120.0
Limb / Body restraints,Sussex,Restraint,Limb / body restraints,Other,3.0
Ground restraint,Sussex,Restraint,Ground restraint,Other,8.0
*Total Unarmed skills,Sussex,Unarmed skills,Total: unarmed skills,Other,58.0
*Total Other equipment,Sussex,Other equipment,Total: Other equipment,Other,4.0
"Baton, of which",Sussex,Other equipment,Total: Baton,Other,0.0
Baton drawn,Sussex,Other equipment,Baton: drawn,Other,0.0
Baton used,Sussex,Other equipment,Baton: used,Other,0.0
Baton not stated,Sussex,,,Other,0.0
"Irritant spray, of which",Sussex,Other equipment,Total: Irritant spray,Other,3.0
Irritant spray - drawn,Sussex,Other equipment,Irritant spray: drawn,Other,2.0
Irritant spray - used,Sussex,Other equipment,Irritant spray: used,Other,1.0
Irritant spray not stated,Sussex,,,Other,0.0
Spit and bite guard,Sussex,Other equipment,Spit and bite guard,Other,1.0
Shield,Sussex,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Sussex,Less lethal weapons,Total: Less lethal weapons,Other,6.0
CED of which,Sussex,,,Other,5.0
CED non-discharge,Sussex,,,Other,4.0
CED discharge,Sussex,,,Other,1.0
CED not stated,Sussex,,,Other,0.0
"AEP, of which",Sussex,Less lethal weapons,Total: AEP,Other,1.0
AEP drawn,Sussex,,,Other,1.0
AEP used,Sussex,,,Other,0.0
AEP not stated,Sussex,,,Other,0.0
*Total Firearms,Sussex,Firearms,Total: Firearms,Other,2.0
*Total Other,Sussex,Other,Total: Other,Other,7.0
"Dog use, of which",Sussex,Other,Total: Dog,Other,2.0
Dog deployed,Sussex,Other,Dog: deployed,Other,1.0
Dog bite,Sussex,Other,Dog: bite,Other,1.0
Dog not stated,Sussex,,,Other,0.0
Other / improvised,Sussex,Other,Other / improvised,Other,5.0
*Total Not reported,Sussex,Not reported,Total: Not reported,Other,0.0
Tactical communication,Sussex,Excluded: Tactical Communication,Tactical Communication,Other,62.0
*Total Tactics,Thames Valley,Total,Total: all,Other,319.0
*Total Restraint,Thames Valley,Restraint,Total: Restraint,Other,197.0
"Handcuffing, of which",Thames Valley,Restraint,Total: Handcuffing,Other,147.0
Compliant handcuffing,Thames Valley,Restraint,Handcuffing: compliant,Other,119.0
Non-compliant handcuffing,Thames Valley,Restraint,Handcuffing: non-compliant,Other,28.0
Handcuffing not stated,Thames Valley,,,Other,0.0
Limb / Body restraints,Thames Valley,Restraint,Limb / body restraints,Other,7.0
Ground restraint,Thames Valley,Restraint,Ground restraint,Other,43.0
*Total Unarmed skills,Thames Valley,Unarmed skills,Total: unarmed skills,Other,65.0
*Total Other equipment,Thames Valley,Other equipment,Total: Other equipment,Other,19.0
"Baton, of which",Thames Valley,Other equipment,Total: Baton,Other,6.0
Baton drawn,Thames Valley,Other equipment,Baton: drawn,Other,:
Baton used,Thames Valley,Other equipment,Baton: used,Other,:
Baton not stated,Thames Valley,,,Other,6.0
"Irritant spray, of which",Thames Valley,Other equipment,Total: Irritant spray,Other,9.0
Irritant spray - drawn,Thames Valley,Other equipment,Irritant spray: drawn,Other,3.0
Irritant spray - used,Thames Valley,Other equipment,Irritant spray: used,Other,6.0
Irritant spray not stated,Thames Valley,,,Other,0.0
Spit and bite guard,Thames Valley,Other equipment,Spit and bite guard,Other,3.0
Shield,Thames Valley,Other equipment,Shield,Other,1.0
*Total Less lethal weapons,Thames Valley,Less lethal weapons,Total: Less lethal weapons,Other,12.0
CED of which,Thames Valley,,,Other,12.0
CED non-discharge,Thames Valley,,,Other,10.0
CED discharge,Thames Valley,,,Other,0.0
CED not stated,Thames Valley,,,Other,2.0
"AEP, of which",Thames Valley,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Thames Valley,,,Other,0.0
AEP used,Thames Valley,,,Other,0.0
AEP not stated,Thames Valley,,,Other,0.0
*Total Firearms,Thames Valley,Firearms,Total: Firearms,Other,0.0
*Total Other,Thames Valley,Other,Total: Other,Other,26.0
"Dog use, of which",Thames Valley,Other,Total: Dog,Other,1.0
Dog deployed,Thames Valley,Other,Dog: deployed,Other,:
Dog bite,Thames Valley,Other,Dog: bite,Other,:
Dog not stated,Thames Valley,,,Other,1.0
Other / improvised,Thames Valley,Other,Other / improvised,Other,25.0
*Total Not reported,Thames Valley,Not reported,Total: Not reported,Other,0.0
Tactical communication,Thames Valley,Excluded: Tactical Communication,Tactical Communication,Other,12.0
*Total Tactics,Warwickshire,Total,Total: all,Other,7.0
*Total Restraint,Warwickshire,Restraint,Total: Restraint,Other,5.0
"Handcuffing, of which",Warwickshire,Restraint,Total: Handcuffing,Other,2.0
Compliant handcuffing,Warwickshire,Restraint,Handcuffing: compliant,Other,1.0
Non-compliant handcuffing,Warwickshire,Restraint,Handcuffing: non-compliant,Other,1.0
Handcuffing not stated,Warwickshire,,,Other,0.0
Limb / Body restraints,Warwickshire,Restraint,Limb / body restraints,Other,2.0
Ground restraint,Warwickshire,Restraint,Ground restraint,Other,1.0
*Total Unarmed skills,Warwickshire,Unarmed skills,Total: unarmed skills,Other,1.0
*Total Other equipment,Warwickshire,Other equipment,Total: Other equipment,Other,0.0
"Baton, of which",Warwickshire,Other equipment,Total: Baton,Other,0.0
Baton drawn,Warwickshire,Other equipment,Baton: drawn,Other,0.0
Baton used,Warwickshire,Other equipment,Baton: used,Other,0.0
Baton not stated,Warwickshire,,,Other,0.0
"Irritant spray, of which",Warwickshire,Other equipment,Total: Irritant spray,Other,0.0
Irritant spray - drawn,Warwickshire,Other equipment,Irritant spray: drawn,Other,0.0
Irritant spray - used,Warwickshire,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,Warwickshire,,,Other,0.0
Spit and bite guard,Warwickshire,Other equipment,Spit and bite guard,Other,0.0
Shield,Warwickshire,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Warwickshire,Less lethal weapons,Total: Less lethal weapons,Other,0.0
CED of which,Warwickshire,,,Other,:
CED non-discharge,Warwickshire,,,Other,:
CED discharge,Warwickshire,,,Other,:
CED not stated,Warwickshire,,,Other,:
"AEP, of which",Warwickshire,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Warwickshire,,,Other,0.0
AEP used,Warwickshire,,,Other,0.0
AEP not stated,Warwickshire,,,Other,0.0
*Total Firearms,Warwickshire,Firearms,Total: Firearms,Other,0.0
*Total Other,Warwickshire,Other,Total: Other,Other,1.0
"Dog use, of which",Warwickshire,Other,Total: Dog,Other,0.0
Dog deployed,Warwickshire,Other,Dog: deployed,Other,0.0
Dog bite,Warwickshire,Other,Dog: bite,Other,0.0
Dog not stated,Warwickshire,,,Other,0.0
Other / improvised,Warwickshire,Other,Other / improvised,Other,1.0
*Total Not reported,Warwickshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,Warwickshire,Excluded: Tactical Communication,Tactical Communication,Other,1.0
*Total Tactics,West Mercia,Total,Total: all,Other,15.0
*Total Restraint,West Mercia,Restraint,Total: Restraint,Other,12.0
"Handcuffing, of which",West Mercia,Restraint,Total: Handcuffing,Other,8.0
Compliant handcuffing,West Mercia,Restraint,Handcuffing: compliant,Other,5.0
Non-compliant handcuffing,West Mercia,Restraint,Handcuffing: non-compliant,Other,3.0
Handcuffing not stated,West Mercia,,,Other,0.0
Limb / Body restraints,West Mercia,Restraint,Limb / body restraints,Other,0.0
Ground restraint,West Mercia,Restraint,Ground restraint,Other,4.0
*Total Unarmed skills,West Mercia,Unarmed skills,Total: unarmed skills,Other,2.0
*Total Other equipment,West Mercia,Other equipment,Total: Other equipment,Other,0.0
"Baton, of which",West Mercia,Other equipment,Total: Baton,Other,0.0
Baton drawn,West Mercia,Other equipment,Baton: drawn,Other,0.0
Baton used,West Mercia,Other equipment,Baton: used,Other,0.0
Baton not stated,West Mercia,,,Other,0.0
"Irritant spray, of which",West Mercia,Other equipment,Total: Irritant spray,Other,0.0
Irritant spray - drawn,West Mercia,Other equipment,Irritant spray: drawn,Other,0.0
Irritant spray - used,West Mercia,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,West Mercia,,,Other,0.0
Spit and bite guard,West Mercia,Other equipment,Spit and bite guard,Other,0.0
Shield,West Mercia,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,West Mercia,Less lethal weapons,Total: Less lethal weapons,Other,0.0
CED of which,West Mercia,,,Other,:
CED non-discharge,West Mercia,,,Other,:
CED discharge,West Mercia,,,Other,:
CED not stated,West Mercia,,,Other,:
"AEP, of which",West Mercia,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,West Mercia,,,Other,0.0
AEP used,West Mercia,,,Other,0.0
AEP not stated,West Mercia,,,Other,0.0
*Total Firearms,West Mercia,Firearms,Total: Firearms,Other,0.0
*Total Other,West Mercia,Other,Total: Other,Other,1.0
"Dog use, of which",West Mercia,Other,Total: Dog,Other,0.0
Dog deployed,West Mercia,Other,Dog: deployed,Other,0.0
Dog bite,West Mercia,Other,Dog: bite,Other,0.0
Dog not stated,West Mercia,,,Other,0.0
Other / improvised,West Mercia,Other,Other / improvised,Other,1.0
*Total Not reported,West Mercia,Not reported,Total: Not reported,Other,0.0
Tactical communication,West Mercia,Excluded: Tactical Communication,Tactical Communication,Other,4.0
*Total Tactics,West Midlands,Total,Total: all,Other,272.0
*Total Restraint,West Midlands,Restraint,Total: Restraint,Other,106.0
"Handcuffing, of which",West Midlands,Restraint,Total: Handcuffing,Other,56.0
Compliant handcuffing,West Midlands,Restraint,Handcuffing: compliant,Other,18.0
Non-compliant handcuffing,West Midlands,Restraint,Handcuffing: non-compliant,Other,38.0
Handcuffing not stated,West Midlands,,,Other,0.0
Limb / Body restraints,West Midlands,Restraint,Limb / body restraints,Other,21.0
Ground restraint,West Midlands,Restraint,Ground restraint,Other,29.0
*Total Unarmed skills,West Midlands,Unarmed skills,Total: unarmed skills,Other,89.0
*Total Other equipment,West Midlands,Other equipment,Total: Other equipment,Other,22.0
"Baton, of which",West Midlands,Other equipment,Total: Baton,Other,5.0
