Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Hertfordshire,Other equipment,Not stated irritant spray,0.0,1.0,10.0,0.0,0.0,0.0,0.0,11.0,Other equipment,Irritant spray: not stated
Hertfordshire,Other equipment,Spit and bite guard,0.0,13.0,101.0,32.0,5.0,0.0,0.0,151.0,Other equipment,Spit and bite guard
Hertfordshire,Other equipment,Shield,0.0,2.0,26.0,6.0,0.0,0.0,0.0,34.0,Other equipment,Shield
Hertfordshire,Less lethal weapons,*Total Less lethal weapons,0.0,30.0,188.0,62.0,17.0,2.0,3.0,302.0,Less lethal weapons,Total: Less lethal weapons
Hertfordshire,Less lethal weapons,CED,0.0,30.0,185.0,60.0,17.0,2.0,3.0,297.0,Less lethal weapons,CED
Hertfordshire,Less lethal weapons,"AEP, of which",0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Hertfordshire,Less lethal weapons,AEP aimed,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,Less lethal weapons,AEP: Aimed
Hertfordshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Hertfordshire,Less lethal weapons,Not stated AEP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Not stated
Hertfordshire,Firearms,*Total Firearms,0.0,0.0,14.0,3.0,1.0,0.0,0.0,18.0,Firearms,Total: Firearms
Hertfordshire,Other,*Total Other,3.0,49.0,238.0,73.0,27.0,3.0,7.0,400.0,Other,Total: Other
Hertfordshire,Other,"Dog use, of which",0.0,0.0,7.0,1.0,0.0,0.0,1.0,9.0,Other,Total: Dog
Hertfordshire,Other,Dog deployed,0.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,Other,Dog: deployed
Hertfordshire,Other,Dog bite,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Hertfordshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Hertfordshire,Other,Other / improvised,3.0,49.0,231.0,72.0,27.0,3.0,6.0,391.0,Other,Other / improvised
Hertfordshire,Not reported,*Total Not reported,0.0,5.0,34.0,10.0,3.0,1.0,1.0,54.0,Not reported,Total: Not reported
Hertfordshire,Tactical communication,Tactical communication,23.0,1024.0,4824.0,1904.0,476.0,58.0,77.0,8386.0,Excluded: Tactical Communication,Tactical Communication
Humberside,Total (excluding not reported and tactical communication),*Total Tactics,9.0,853.0,4198.0,2027.0,382.0,34.0,0.0,7503.0,Total,Total: all
Humberside,Restraint,*Total Restraint,3.0,451.0,2132.0,1094.0,180.0,14.0,0.0,3874.0,Restraint,Total: Restraint
Humberside,Restraint,"Handcuffing, of which",2.0,326.0,1598.0,900.0,157.0,12.0,0.0,2995.0,Restraint,Total: Handcuffing
Humberside,Restraint,Compliant handcuffing,1.0,153.0,921.0,588.0,92.0,7.0,0.0,1762.0,Restraint,Handcuffing: compliant
Humberside,Restraint,Non-compliant handcuffing,1.0,173.0,677.0,312.0,65.0,5.0,0.0,1233.0,Restraint,Handcuffing: non-compliant
Humberside,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Humberside,Restraint,Limb / Body restraints,0.0,40.0,148.0,48.0,5.0,0.0,0.0,241.0,Restraint,Limb / body restraints
Humberside,Restraint,Ground restraint,1.0,85.0,386.0,146.0,18.0,2.0,0.0,638.0,Restraint,Ground restraint
Humberside,Unarmed skills,*Total Unarmed skills,5.0,313.0,1166.0,565.0,121.0,14.0,0.0,2184.0,Unarmed skills,Total: unarmed skills
Humberside,Other equipment,*Total Other equipment,0.0,31.0,229.0,78.0,21.0,2.0,0.0,361.0,Other equipment,Total: Other equipment
Humberside,Other equipment,"Baton, of which",0.0,5.0,41.0,14.0,3.0,0.0,0.0,63.0,Other equipment,Total: Baton
Humberside,Other equipment,Baton drawn,0.0,2.0,30.0,7.0,3.0,0.0,0.0,42.0,Other equipment,Baton: drawn
Humberside,Other equipment,Baton used,0.0,3.0,11.0,7.0,0.0,0.0,0.0,21.0,Other equipment,Baton: used
Humberside,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Humberside,Other equipment,"Irritant spray, of which",0.0,18.0,129.0,41.0,11.0,0.0,0.0,199.0,Other equipment,Total: Irritant spray
Humberside,Other equipment,Irritant spray - drawn,0.0,11.0,58.0,17.0,6.0,0.0,0.0,92.0,Other equipment,Irritant spray: drawn
Humberside,Other equipment,Irritant spray - used,0.0,7.0,71.0,24.0,5.0,0.0,0.0,107.0,Other equipment,Irritant spray: used
Humberside,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Humberside,Other equipment,Spit and bite guard,0.0,7.0,50.0,15.0,6.0,0.0,0.0,78.0,Other equipment,Spit and bite guard
Humberside,Other equipment,Shield,0.0,1.0,9.0,8.0,1.0,2.0,0.0,21.0,Other equipment,Shield
Humberside,Less lethal weapons,*Total Less lethal weapons,1.0,26.0,394.0,181.0,39.0,3.0,0.0,644.0,Less lethal weapons,Total: Less lethal weapons
Humberside,Less lethal weapons,CED,1.0,24.0,347.0,165.0,32.0,3.0,0.0,572.0,Less lethal weapons,CED
Humberside,Less lethal weapons,"AEP, of which",0.0,2.0,47.0,16.0,7.0,0.0,0.0,72.0,Less lethal weapons,Total: AEP
Humberside,Less lethal weapons,AEP aimed,0.0,2.0,45.0,13.0,6.0,0.0,0.0,66.0,Less lethal weapons,AEP: Aimed
Humberside,Less lethal weapons,AEP fired,0.0,0.0,2.0,3.0,1.0,0.0,0.0,6.0,Less lethal weapons,AEP: Fired
Humberside,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Humberside,Firearms,*Total Firearms,0.0,2.0,54.0,21.0,5.0,0.0,0.0,82.0,Firearms,Total: Firearms
Humberside,Other,*Total Other,0.0,30.0,223.0,88.0,16.0,1.0,0.0,358.0,Other,Total: Other
Humberside,Other,"Dog use, of which",0.0,2.0,18.0,8.0,0.0,0.0,0.0,28.0,Other,Total: Dog
Humberside,Other,Dog deployed,0.0,2.0,12.0,6.0,0.0,0.0,0.0,20.0,Other,Dog: deployed
Humberside,Other,Dog bite,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8.0,Other,Dog: bite
Humberside,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Humberside,Other,Other / improvised,0.0,28.0,205.0,80.0,16.0,1.0,0.0,330.0,Other,Other / improvised
Humberside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Humberside,Tactical communication,Tactical communication,3.0,325.0,1613.0,854.0,157.0,16.0,0.0,2968.0,Excluded: Tactical Communication,Tactical Communication
Kent,Total (excluding not reported and tactical communication),*Total Tactics,32.0,1413.0,10113.0,4500.0,1288.0,125.0,63.0,17534.0,Total,Total: all
Kent,Restraint,*Total Restraint,13.0,915.0,6959.0,3065.0,866.0,79.0,45.0,11942.0,Restraint,Total: Restraint
Kent,Restraint,"Handcuffing, of which",9.0,670.0,5019.0,2321.0,680.0,63.0,30.0,8792.0,Restraint,Total: Handcuffing
Kent,Restraint,Compliant handcuffing,6.0,353.0,3011.0,1381.0,381.0,23.0,19.0,5174.0,Restraint,Handcuffing: compliant
Kent,Restraint,Non-compliant handcuffing,3.0,317.0,2008.0,940.0,299.0,40.0,11.0,3618.0,Restraint,Handcuffing: non-compliant
Kent,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Kent,Restraint,Limb / Body restraints,1.0,109.0,762.0,308.0,76.0,14.0,5.0,1275.0,Restraint,Limb / body restraints
Kent,Restraint,Ground restraint,3.0,136.0,1178.0,436.0,110.0,2.0,10.0,1875.0,Restraint,Ground restraint
Kent,Unarmed skills,*Total Unarmed skills,4.0,334.0,1757.0,786.0,214.0,22.0,8.0,3125.0,Unarmed skills,Total: unarmed skills
Kent,Other equipment,*Total Other equipment,4.0,43.0,518.0,216.0,67.0,6.0,4.0,858.0,Other equipment,Total: Other equipment
Kent,Other equipment,"Baton, of which",2.0,9.0,82.0,32.0,16.0,1.0,0.0,142.0,Other equipment,Total: Baton
Kent,Other equipment,Baton drawn,2.0,7.0,58.0,22.0,10.0,1.0,0.0,100.0,Other equipment,Baton: drawn
Kent,Other equipment,Baton used,0.0,2.0,24.0,10.0,6.0,0.0,0.0,42.0,Other equipment,Baton: used
Kent,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Kent,Other equipment,"Irritant spray, of which",1.0,24.0,292.0,136.0,31.0,2.0,3.0,489.0,Other equipment,Total: Irritant spray
Kent,Other equipment,Irritant spray - drawn,1.0,14.0,147.0,75.0,15.0,0.0,1.0,253.0,Other equipment,Irritant spray: drawn
Kent,Other equipment,Irritant spray - used,0.0,10.0,145.0,61.0,16.0,2.0,2.0,236.0,Other equipment,Irritant spray: used
Kent,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Kent,Other equipment,Spit and bite guard,1.0,7.0,123.0,44.0,20.0,3.0,1.0,199.0,Other equipment,Spit and bite guard
Kent,Other equipment,Shield,0.0,3.0,21.0,4.0,0.0,0.0,0.0,28.0,Other equipment,Shield
Kent,Less lethal weapons,*Total Less lethal weapons,7.0,33.0,355.0,186.0,51.0,8.0,1.0,641.0,Less lethal weapons,Total: Less lethal weapons
Kent,Less lethal weapons,CED,3.0,31.0,327.0,170.0,48.0,8.0,1.0,588.0,Less lethal weapons,CED
Kent,Less lethal weapons,"AEP, of which",4.0,2.0,28.0,16.0,3.0,0.0,0.0,53.0,Less lethal weapons,Total: AEP
Kent,Less lethal weapons,AEP aimed,4.0,2.0,25.0,14.0,3.0,0.0,0.0,48.0,Less lethal weapons,AEP: Aimed
Kent,Less lethal weapons,AEP fired,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,Less lethal weapons,AEP: Fired
Kent,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Kent,Firearms,*Total Firearms,1.0,6.0,77.0,40.0,25.0,3.0,0.0,152.0,Firearms,Total: Firearms
Kent,Other,*Total Other,3.0,82.0,447.0,207.0,65.0,7.0,5.0,816.0,Other,Total: Other
Kent,Other,"Dog use, of which",0.0,4.0,19.0,3.0,0.0,0.0,0.0,26.0,Other,Total: Dog
Kent,Other,Dog deployed,0.0,3.0,12.0,2.0,0.0,0.0,0.0,17.0,Other,Dog: deployed
Kent,Other,Dog bite,0.0,1.0,7.0,1.0,0.0,0.0,0.0,9.0,Other,Dog: bite
Kent,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Kent,Other,Other / improvised,3.0,78.0,428.0,204.0,65.0,7.0,5.0,790.0,Other,Other / improvised
Kent,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Kent,Tactical communication,Tactical communication,10.0,364.0,2506.0,1189.0,359.0,36.0,16.0,4480.0,Excluded: Tactical Communication,Tactical Communication
Lancashire,Total (excluding not reported and tactical communication),*Total Tactics,8.0,500.0,2948.0,1336.0,360.0,37.0,5868.0,11057.0,Total,Total: all
Lancashire,Restraint,*Total Restraint,1.0,225.0,1222.0,487.0,111.0,11.0,3087.0,5144.0,Restraint,Total: Restraint
Lancashire,Restraint,"Handcuffing, of which",1.0,185.0,918.0,391.0,100.0,11.0,2670.0,4276.0,Restraint,Total: Handcuffing
Lancashire,Restraint,Compliant handcuffing,0.0,69.0,365.0,151.0,39.0,2.0,1191.0,1817.0,Restraint,Handcuffing: compliant
Lancashire,Restraint,Non-compliant handcuffing,1.0,116.0,553.0,240.0,61.0,9.0,1479.0,2459.0,Restraint,Handcuffing: non-compliant
Lancashire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Lancashire,Restraint,Limb / Body restraints,0.0,6.0,81.0,21.0,3.0,0.0,149.0,260.0,Restraint,Limb / body restraints
Lancashire,Restraint,Ground restraint,0.0,34.0,223.0,75.0,8.0,0.0,268.0,608.0,Restraint,Ground restraint
Lancashire,Unarmed skills,*Total Unarmed skills,4.0,232.0,1134.0,583.0,179.0,21.0,1668.0,3821.0,Unarmed skills,Total: unarmed skills
Lancashire,Other equipment,*Total Other equipment,0.0,15.0,275.0,104.0,16.0,2.0,697.0,1109.0,Other equipment,Total: Other equipment
Lancashire,Other equipment,"Baton, of which",0.0,2.0,49.0,19.0,0.0,1.0,68.0,139.0,Other equipment,Total: Baton
Lancashire,Other equipment,Baton drawn,0.0,1.0,27.0,9.0,0.0,1.0,33.0,71.0,Other equipment,Baton: drawn
Lancashire,Other equipment,Baton used,0.0,1.0,22.0,10.0,0.0,0.0,35.0,68.0,Other equipment,Baton: used
Lancashire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Lancashire,Other equipment,"Irritant spray, of which",0.0,13.0,209.0,81.0,15.0,0.0,595.0,913.0,Other equipment,Total: Irritant spray
Lancashire,Other equipment,Irritant spray - drawn,0.0,4.0,72.0,25.0,4.0,0.0,198.0,303.0,Other equipment,Irritant spray: drawn
Lancashire,Other equipment,Irritant spray - used,0.0,9.0,137.0,56.0,11.0,0.0,397.0,610.0,Other equipment,Irritant spray: used
Lancashire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Lancashire,Other equipment,Spit and bite guard,0.0,0.0,15.0,3.0,1.0,0.0,30.0,49.0,Other equipment,Spit and bite guard
Lancashire,Other equipment,Shield,0.0,0.0,2.0,1.0,0.0,1.0,4.0,8.0,Other equipment,Shield
Lancashire,Less lethal weapons,*Total Less lethal weapons,1.0,8.0,109.0,40.0,11.0,0.0,261.0,430.0,Less lethal weapons,Total: Less lethal weapons
Lancashire,Less lethal weapons,CED,1.0,7.0,108.0,40.0,11.0,0.0,261.0,428.0,Less lethal weapons,CED
Lancashire,Less lethal weapons,"AEP, of which",0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Less lethal weapons,Total: AEP
Lancashire,Less lethal weapons,AEP aimed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Less lethal weapons,AEP: Aimed
Lancashire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Lancashire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Lancashire,Firearms,*Total Firearms,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,Firearms,Total: Firearms
Lancashire,Other,*Total Other,2.0,20.0,206.0,122.0,43.0,3.0,154.0,550.0,Other,Total: Other
Lancashire,Other,"Dog use, of which",0.0,1.0,27.0,4.0,1.0,0.0,13.0,46.0,Other,Total: Dog
Lancashire,Other,Dog deployed,0.0,1.0,18.0,4.0,1.0,0.0,8.0,32.0,Other,Dog: deployed
Lancashire,Other,Dog bite,0.0,0.0,9.0,0.0,0.0,0.0,5.0,14.0,Other,Dog: bite
Lancashire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Lancashire,Other,Other / improvised,2.0,19.0,179.0,118.0,42.0,3.0,141.0,504.0,Other,Other / improvised
Lancashire,Not reported,*Total Not reported,0.0,1.0,9.0,6.0,0.0,0.0,13.0,29.0,Not reported,Total: Not reported
Lancashire,Tactical communication,Tactical communication,5.0,250.0,1333.0,691.0,199.0,27.0,2532.0,5037.0,Excluded: Tactical Communication,Tactical Communication
Leicestershire,Total (excluding not reported and tactical communication),*Total Tactics,0.0,1050.0,6243.0,2858.0,512.0,62.0,34.0,10759.0,Total,Total: all
Leicestershire,Restraint,*Total Restraint,0.0,658.0,3973.0,1897.0,324.0,46.0,22.0,6920.0,Restraint,Total: Restraint
Leicestershire,Restraint,"Handcuffing, of which",0.0,620.0,3728.0,1802.0,316.0,46.0,22.0,6534.0,Restraint,Total: Handcuffing
Leicestershire,Restraint,Compliant handcuffing,0.0,445.0,2731.0,1370.0,247.0,33.0,15.0,4841.0,Restraint,Handcuffing: compliant
Leicestershire,Restraint,Non-compliant handcuffing,0.0,175.0,997.0,432.0,69.0,13.0,7.0,1693.0,Restraint,Handcuffing: non-compliant
Leicestershire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Leicestershire,Restraint,Limb / Body restraints,0.0,36.0,241.0,94.0,8.0,0.0,0.0,379.0,Restraint,Limb / body restraints
Leicestershire,Restraint,Ground restraint,0.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,Restraint,Ground restraint
Leicestershire,Unarmed skills,*Total Unarmed skills,0.0,211.0,1207.0,500.0,95.0,9.0,4.0,2026.0,Unarmed skills,Total: unarmed skills
Leicestershire,Other equipment,*Total Other equipment,0.0,40.0,322.0,136.0,16.0,1.0,2.0,517.0,Other equipment,Total: Other equipment
Leicestershire,Other equipment,"Baton, of which",0.0,9.0,76.0,26.0,3.0,0.0,2.0,116.0,Other equipment,Total: Baton
Leicestershire,Other equipment,Baton drawn,0.0,6.0,52.0,17.0,3.0,0.0,1.0,79.0,Other equipment,Baton: drawn
Leicestershire,Other equipment,Baton used,0.0,3.0,24.0,9.0,0.0,0.0,1.0,37.0,Other equipment,Baton: used
Leicestershire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Leicestershire,Other equipment,"Irritant spray, of which",0.0,24.0,162.0,70.0,11.0,1.0,0.0,268.0,Other equipment,Total: Irritant spray
Leicestershire,Other equipment,Irritant spray - drawn,0.0,18.0,82.0,35.0,4.0,1.0,0.0,140.0,Other equipment,Irritant spray: drawn
Leicestershire,Other equipment,Irritant spray - used,0.0,6.0,80.0,35.0,7.0,0.0,0.0,128.0,Other equipment,Irritant spray: used
Leicestershire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Leicestershire,Other equipment,Spit and bite guard,0.0,6.0,77.0,37.0,2.0,0.0,0.0,122.0,Other equipment,Spit and bite guard
Leicestershire,Other equipment,Shield,0.0,1.0,7.0,3.0,0.0,0.0,0.0,11.0,Other equipment,Shield
Leicestershire,Less lethal weapons,*Total Less lethal weapons,0.0,62.0,363.0,156.0,45.0,1.0,2.0,629.0,Less lethal weapons,Total: Less lethal weapons
Leicestershire,Less lethal weapons,CED,0.0,59.0,357.0,154.0,42.0,1.0,2.0,615.0,Less lethal weapons,CED
Leicestershire,Less lethal weapons,"AEP, of which",0.0,3.0,6.0,2.0,3.0,0.0,0.0,14.0,Less lethal weapons,Total: AEP
Leicestershire,Less lethal weapons,AEP aimed,0.0,3.0,6.0,2.0,3.0,0.0,0.0,14.0,Less lethal weapons,AEP: Aimed
Leicestershire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Leicestershire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Leicestershire,Firearms,*Total Firearms,0.0,2.0,14.0,6.0,3.0,0.0,0.0,25.0,Firearms,Total: Firearms
Leicestershire,Other,*Total Other,0.0,77.0,364.0,163.0,29.0,5.0,4.0,642.0,Other,Total: Other
Leicestershire,Other,"Dog use, of which",0.0,4.0,23.0,10.0,0.0,1.0,0.0,38.0,Other,Total: Dog
Leicestershire,Other,Dog deployed,0.0,3.0,15.0,7.0,0.0,1.0,0.0,26.0,Other,Dog: deployed
Leicestershire,Other,Dog bite,0.0,1.0,8.0,3.0,0.0,0.0,0.0,12.0,Other,Dog: bite
Leicestershire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Leicestershire,Other,Other / improvised,0.0,73.0,341.0,153.0,29.0,4.0,4.0,604.0,Other,Other / improvised
Leicestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Leicestershire,Tactical communication,Tactical communication,0.0,315.0,1654.0,767.0,156.0,17.0,11.0,2920.0,Excluded: Tactical Communication,Tactical Communication
Lincolnshire,Total (excluding not reported and tactical communication),*Total Tactics,26.0,394.0,3272.0,1657.0,330.0,62.0,4.0,5745.0,Total,Total: all
Lincolnshire,Restraint,*Total Restraint,8.0,220.0,1853.0,969.0,184.0,31.0,2.0,3267.0,Restraint,Total: Restraint
Lincolnshire,Restraint,"Handcuffing, of which",5.0,186.0,1420.0,781.0,166.0,25.0,1.0,2584.0,Restraint,Total: Handcuffing
Lincolnshire,Restraint,Compliant handcuffing,3.0,98.0,775.0,471.0,92.0,12.0,1.0,1452.0,Restraint,Handcuffing: compliant
Lincolnshire,Restraint,Non-compliant handcuffing,2.0,88.0,645.0,310.0,74.0,13.0,0.0,1132.0,Restraint,Handcuffing: non-compliant
Lincolnshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Lincolnshire,Restraint,Limb / Body restraints,3.0,8.0,109.0,40.0,4.0,3.0,0.0,167.0,Restraint,Limb / body restraints
Lincolnshire,Restraint,Ground restraint,0.0,26.0,324.0,148.0,14.0,3.0,1.0,516.0,Restraint,Ground restraint
Lincolnshire,Unarmed skills,*Total Unarmed skills,16.0,126.0,961.0,455.0,98.0,25.0,0.0,1681.0,Unarmed skills,Total: unarmed skills
Lincolnshire,Other equipment,*Total Other equipment,0.0,18.0,239.0,104.0,21.0,2.0,1.0,385.0,Other equipment,Total: Other equipment
Lincolnshire,Other equipment,"Baton, of which",0.0,6.0,36.0,9.0,0.0,0.0,1.0,52.0,Other equipment,Total: Baton
Lincolnshire,Other equipment,Baton drawn,0.0,6.0,17.0,7.0,0.0,0.0,1.0,31.0,Other equipment,Baton: drawn
Lincolnshire,Other equipment,Baton used,0.0,0.0,19.0,2.0,0.0,0.0,0.0,21.0,Other equipment,Baton: used
Lincolnshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Lincolnshire,Other equipment,"Irritant spray, of which",0.0,11.0,177.0,74.0,17.0,1.0,0.0,280.0,Other equipment,Total: Irritant spray
Lincolnshire,Other equipment,Irritant spray - drawn,0.0,4.0,88.0,26.0,6.0,1.0,0.0,125.0,Other equipment,Irritant spray: drawn
Lincolnshire,Other equipment,Irritant spray - used,0.0,7.0,89.0,48.0,11.0,0.0,0.0,155.0,Other equipment,Irritant spray: used
Lincolnshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Lincolnshire,Other equipment,Spit and bite guard,0.0,1.0,22.0,14.0,4.0,1.0,0.0,42.0,Other equipment,Spit and bite guard
Lincolnshire,Other equipment,Shield,0.0,0.0,4.0,7.0,0.0,0.0,0.0,11.0,Other equipment,Shield
Lincolnshire,Less lethal weapons,*Total Less lethal weapons,0.0,17.0,151.0,86.0,22.0,2.0,1.0,279.0,Less lethal weapons,Total: Less lethal weapons
Lincolnshire,Less lethal weapons,CED,0.0,16.0,145.0,81.0,22.0,2.0,1.0,267.0,Less lethal weapons,CED
Lincolnshire,Less lethal weapons,"AEP, of which",0.0,1.0,6.0,5.0,0.0,0.0,0.0,12.0,Less lethal weapons,Total: AEP
Lincolnshire,Less lethal weapons,AEP aimed,0.0,1.0,5.0,4.0,0.0,0.0,0.0,10.0,Less lethal weapons,AEP: Aimed
Lincolnshire,Less lethal weapons,AEP fired,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Less lethal weapons,AEP: Fired
Lincolnshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Lincolnshire,Firearms,*Total Firearms,0.0,0.0,6.0,9.0,2.0,0.0,0.0,17.0,Firearms,Total: Firearms
Lincolnshire,Other,*Total Other,2.0,13.0,62.0,34.0,3.0,2.0,0.0,116.0,Other,Total: Other
Lincolnshire,Other,"Dog use, of which",0.0,2.0,17.0,7.0,0.0,0.0,0.0,26.0,Other,Total: Dog
Lincolnshire,Other,Dog deployed,0.0,2.0,15.0,7.0,0.0,0.0,0.0,24.0,Other,Dog: deployed
Lincolnshire,Other,Dog bite,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Lincolnshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Lincolnshire,Other,Other / improvised,2.0,11.0,45.0,27.0,3.0,2.0,0.0,90.0,Other,Other / improvised
Lincolnshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Lincolnshire,Tactical communication,Tactical communication,18.0,199.0,1374.0,736.0,158.0,35.0,1.0,2521.0,Excluded: Tactical Communication,Tactical Communication
Merseyside,Total (excluding not reported and tactical communication),*Total Tactics,18.0,1145.0,6147.0,2798.0,647.0,36.0,330.0,11121.0,Total,Total: all
Merseyside,Restraint,*Total Restraint,2.0,418.0,2015.0,972.0,228.0,15.0,72.0,3722.0,Restraint,Total: Restraint
Merseyside,Restraint,"Handcuffing, of which",1.0,353.0,1703.0,800.0,200.0,11.0,55.0,3123.0,Restraint,Total: Handcuffing
Merseyside,Restraint,Compliant handcuffing,0.0,88.0,511.0,258.0,68.0,1.0,13.0,939.0,Restraint,Handcuffing: compliant
Merseyside,Restraint,Non-compliant handcuffing,1.0,265.0,1192.0,542.0,132.0,10.0,42.0,2184.0,Restraint,Handcuffing: non-compliant
Merseyside,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Merseyside,Restraint,Limb / Body restraints,0.0,29.0,136.0,76.0,9.0,1.0,7.0,258.0,Restraint,Limb / body restraints
Merseyside,Restraint,Ground restraint,1.0,36.0,176.0,96.0,19.0,3.0,10.0,341.0,Restraint,Ground restraint
Merseyside,Unarmed skills,*Total Unarmed skills,11.0,415.0,2063.0,904.0,223.0,13.0,108.0,3737.0,Unarmed skills,Total: unarmed skills
Merseyside,Other equipment,*Total Other equipment,0.0,51.0,384.0,152.0,23.0,3.0,34.0,647.0,Other equipment,Total: Other equipment
Merseyside,Other equipment,"Baton, of which",0.0,10.0,69.0,15.0,2.0,0.0,7.0,103.0,Other equipment,Total: Baton
Merseyside,Other equipment,Baton drawn,0.0,7.0,45.0,11.0,2.0,0.0,5.0,70.0,Other equipment,Baton: drawn
Merseyside,Other equipment,Baton used,0.0,3.0,24.0,4.0,0.0,0.0,2.0,33.0,Other equipment,Baton: used
Merseyside,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
